ln_nbr,fd_cde,kind_cde_ln,int_rate_note,int_rate_note_1st,pymt_typ_cde,dir_pymt_cde,dte_amortn_efctv,dstr_dclrd_cde,mrg_cntrl,docmt_typ_cde,dte_oblgn_ln,asstnc_typ_cde,ln_amt_oblgn,begng_frmr_rnchr_cde,colltl_cde,cpn_procg_dte,case_nbr_chng_cde,pymt_asstnc_meth_cde,int_rate_prev,int_rate_prev_redfnd
512729,0,1,12.6644,6.5592,4,2,2013-11-05,1,38,F,2011-06-07,702,401607.21,W,8,2015-08-21,9,8,5.8241,10.7271
247589,6,0,1.6925,12.2834,6,2,2014-09-09,3,23,C,2014-03-09,596,302067.62,F,2,2012-07-16,3,6,7.7318,12.9751
310739,8,6,8.7085,14.0511,5,1,2016-06-27,5,82,F,2018-03-15,938,432449.38,R,6,2018-02-05,7,8,12.8469,15.9275
559310,7,8,11.9377,8.4237,8,4,2020-04-23,7,41,A,2016-06-24,873,374741.09,O,4,2019-12-31,4,3,12.4996,14.9268
213988,2,7,1.6733,14.9344,3,0,2018-05-10,9,48,D,2018-05-04,864,431904.57,W,6,2019-11-28,1,7,14.565,15.7759
614509,1,9,5.4002,15.153,9,0,2016-08-19,9,34,D,2012-07-10,122,489021.54,O,4,2017-08-21,0,2,14.7642,11.3536
663426,5,7,5.9279,12.6732,4,8,2013-10-01,7,40,B,2014-08-26,588,445538.55,F,1,2018-06-04,9,4,7.2631,12.2306
439514,8,9,3.185,8.9152,4,5,2015-02-27,8,27,C,2012-05-27,443,96844.71,F,2,2015-11-27,1,7,8.185,13.912
173414,4,2,5.269,8.2938,5,2,2020-01-05,8,10,D,2012-02-12,433,147578.68,R,5,2014-05-18,9,2,8.5275,14.2254
347166,8,3,2.956,5.9246,9,1,2019-12-04,9,68,C,2017-06-10,218,250110.64,F,3,2017-08-20,4,6,11.8049,17.6565
100891,9,1,4.2156,10.1625,7,4,2012-04-04,7,62,G,2020-06-14,155,197503.43,F,9,2020-11-15,6,9,13.0712,11.8107
139581,7,4,1.5802,16.5893,7,5,2013-10-28,4,55,G,2014-05-04,257,322455.42,W,4,2013-08-09,8,3,13.5551,13.2276
480195,6,9,1.6366,11.6721,1,2,2017-09-08,9,90,C,2017-07-26,230,61698.3,O,5,2018-10-15,8,1,7.2552,13.2124
306948,0,2,1.5079,17.9628,3,4,2017-06-20,2,80,A,2016-03-05,128,259597.58,W,9,2014-02-16,7,5,7.6344,5.4215
736976,8,2,2.4047,15.2627,7,4,2019-09-19,2,65,E,2015-02-09,597,85271.1,O,3,2014-03-03,0,3,8.0059,16.326
854013,5,0,11.4033,9.577,7,8,2012-05-22,6,90,E,2020-09-04,115,272364.12,O,4,2022-09-18,5,7,7.7172,15.1172
741755,5,9,14.3324,12.1663,7,6,2020-01-04,1,70,E,2016-03-16,574,38847.37,O,9,2020-02-11,6,6,14.2418,16.7036
864952,1,2,13.5547,5.2254,6,0,2018-06-24,8,61,B,2020-10-19,612,275994.24,F,2,2012-12-22,8,4,8.9086,16.5524
654514,1,5,10.811,5.4195,1,5,2017-12-02,6,12,E,2011-04-16,439,331637.93,R,8,2018-12-07,4,3,11.0164,10.1398
214811,8,0,12.8172,11.6329,4,3,2017-12-02,2,29,G,2021-11-14,737,233530.95,F,9,2022-05-17,7,6,6.4019,14.0981
439375,3,9,4.4637,5.0923,7,1,2014-04-21,6,19,E,2019-02-06,492,428071.39,R,3,2021-09-12,3,5,7.3469,13.0351
200707,4,4,14.7008,8.9047,2,8,2013-06-14,4,39,B,2014-10-14,453,208881.53,W,9,2017-03-19,8,5,14.6482,13.7637
852004,7,7,2.0908,9.8491,6,6,2012-09-18,8,53,E,2017-07-30,209,73482.93,W,3,2022-06-07,5,2,13.8724,13.6768
253192,9,0,7.5522,7.7,7,0,2020-07-18,9,45,D,2021-11-27,869,451702.07,R,3,2017-09-05,7,2,12.8592,8.7023
471846,2,7,10.3904,9.5446,7,9,2014-11-15,1,78,G,2012-11-27,736,237413.71,R,6,2017-12-08,8,8,9.9985,16.4938
885087,3,0,13.4674,6.11,8,8,2013-08-09,3,33,B,2011-02-27,945,254671.23,W,2,2020-11-13,0,4,6.1372,8.6602
318246,3,6,2.4647,10.3017,3,0,2020-10-16,4,81,B,2016-02-05,133,403862.06,F,4,2019-12-22,4,6,14.9808,8.5693
560504,0,4,4.0775,17.9602,7,7,2020-11-15,4,44,G,2015-12-09,495,193224.29,R,8,2014-12-15,0,6,14.9911,18.1327
580157,6,0,4.5938,12.8483,1,3,2013-09-16,7,32,A,2018-02-03,904,469050.75,W,3,2015-02-18,5,5,9.4141,6.4301
787600,6,4,14.3485,16.6714,6,4,2011-02-19,6,38,F,2016-01-12,783,381773.06,O,4,2014-01-14,0,1,10.5297,14.2733
888327,1,3,1.6911,14.3861,2,9,2018-03-21,8,84,G,2021-05-05,588,163704.66,O,7,2022-12-01,4,7,10.7636,12.0652
444846,7,6,9.6911,16.6727,1,2,2015-12-19,6,89,B,2015-09-21,624,75920.1,F,9,2016-01-08,6,4,11.4039,8.2919
146864,4,1,2.9016,7.9012,1,3,2018-08-16,4,35,E,2018-03-21,372,98858.72,F,1,2014-04-10,1,6,6.4018,16.1476
522751,8,6,7.6462,5.1872,2,2,2016-06-29,4,24,E,2017-11-24,649,295422.65,F,4,2019-09-21,7,9,7.1779,15.3851
340239,7,3,13.4086,9.4414,6,9,2015-02-14,4,45,C,2015-06-08,649,459658.08,W,5,2018-03-11,9,1,14.2747,18.842
868412,4,0,8.5754,5.6428,8,1,2015-07-21,6,28,A,2017-01-14,280,138391.67,F,2,2014-03-26,6,7,12.4096,18.8669
175977,4,1,5.2267,8.6778,2,5,2015-09-15,1,81,A,2016-08-01,541,313179.06,O,4,2022-06-05,1,1,8.5797,17.0475
469371,2,8,3.8456,15.3893,3,8,2019-04-08,7,56,C,2015-09-15,736,236831.53,O,9,2017-02-01,9,2,9.1218,11.1047
399909,9,1,3.0759,8.5005,4,9,2017-06-28,1,32,D,2014-06-16,873,261828.14,F,8,2016-08-16,4,4,8.7719,10.4727
725108,9,8,8.3053,5.6274,1,8,2015-01-19,6,72,C,2021-10-10,873,434438.94,O,3,2018-06-06,2,2,6.6171,8.2311
685859,7,9,14.1923,14.3689,8,5,2012-12-02,1,70,A,2019-06-15,565,350484.73,W,3,2017-08-27,0,1,14.4431,17.9453
458383,4,7,1.8592,13.167,1,6,2013-01-08,8,21,D,2019-01-21,917,121782.58,R,6,2020-07-15,5,2,14.929,12.3819
374976,1,0,9.3278,9.5645,6,4,2013-09-01,3,73,B,2017-07-19,749,308916.8,R,4,2013-08-01,6,9,11.5072,15.2384
382786,3,2,11.6231,6.0294,5,1,2020-01-06,8,40,A,2020-08-07,359,63235.75,R,2,2013-02-09,8,4,9.5031,11.376
820632,4,1,2.219,9.8305,2,8,2011-10-15,5,20,G,2019-05-06,774,444952.79,F,1,2014-12-28,5,3,13.9332,18.3
800740,6,6,4.1413,11.7593,9,7,2016-05-15,8,89,G,2016-05-01,599,336734.98,W,9,2018-05-15,8,3,8.5296,12.1441
653204,4,9,1.4943,8.0117,7,4,2013-01-21,7,17,B,2020-09-10,164,363830.87,W,4,2019-02-06,5,7,6.6889,11.899
288181,3,0,3.9224,9.4909,7,1,2017-02-14,8,88,B,2014-03-24,190,499942.37,W,9,2012-02-18,7,3,11.2401,8.2147
443762,7,6,4.0577,12.6269,2,2,2011-10-05,4,76,C,2018-03-12,361,162628.06,R,3,2015-08-07,7,8,10.1751,15.1881
691614,0,8,11.7128,7.1049,2,9,2018-01-20,1,80,D,2012-04-14,757,179003.67,O,9,2020-01-16,5,1,8.4483,17.5381
731277,0,0,12.4418,6.9387,9,4,2020-11-07,8,72,A,2021-07-03,147,433295.89,R,1,2016-07-09,4,6,14.601,9.4863
120389,0,5,13.3267,6.6483,4,8,2020-01-06,7,74,C,2015-02-06,928,17830.71,F,5,2013-01-06,0,1,14.7391,8.8091
348231,8,4,6.5101,10.1877,7,9,2014-03-07,7,36,A,2014-11-21,817,150529.67,O,2,2012-03-10,1,7,11.8211,14.707
839438,2,4,3.0596,16.3763,8,7,2020-10-28,5,65,E,2014-05-18,853,212487.52,W,2,2012-03-30,5,7,9.9934,18.1623
861510,1,2,4.1554,5.5218,8,3,2013-11-07,3,34,D,2011-03-28,646,283531.35,R,5,2019-04-17,9,5,12.1321,12.074
606585,7,8,4.3461,14.8517,4,5,2014-08-06,3,88,G,2018-09-01,699,275101.44,R,6,2017-02-04,7,5,9.6247,16.4654
659320,2,7,3.0286,8.8669,5,7,2017-06-20,2,77,D,2020-03-26,376,359363.13,F,3,2018-05-30,8,7,11.6699,9.3536
391944,3,5,12.3349,7.1863,1,8,2019-09-14,2,50,C,2020-07-31,818,11229.81,F,9,2021-03-03,6,5,12.1428,9.0004
719800,4,5,11.0738,5.5065,5,5,2018-02-09,3,55,A,2020-07-26,365,486721.08,R,4,2018-06-01,7,5,13.7373,11.1553
239914,7,9,10.5875,10.7857,1,0,2015-08-07,8,50,A,2011-06-19,436,449393.24,R,9,2021-03-02,8,2,8.3161,18.2969
523492,6,7,7.5468,14.6923,1,7,2015-04-02,2,65,E,2019-02-13,640,265462.23,F,4,2013-02-09,8,2,9.8817,9.0321
864733,0,9,13.8523,12.5675,5,0,2016-06-10,1,62,C,2019-12-29,245,44371.11,F,5,2013-12-01,6,5,6.9018,18.6664
119448,3,2,3.3423,14.8725,6,7,2010-12-06,4,52,A,2017-09-12,145,158932.46,R,5,2014-10-25,3,9,13.2088,14.2895
791723,3,5,14.5,5.7941,5,6,2011-05-05,2,50,E,2017-12-17,447,153190.55,O,8,2016-06-18,1,6,11.5285,13.7287
609878,3,0,5.1305,5.8778,1,7,2013-02-15,7,48,D,2019-04-30,117,150090.52,W,1,2016-09-24,7,1,11.8028,6.9679
150826,6,0,3.4005,5.9905,3,3,2019-09-02,4,54,G,2018-09-09,863,128874.65,O,8,2019-09-09,5,9,13.5824,18.5459
813938,0,9,4.9895,6.0728,4,4,2011-10-23,8,40,F,2019-07-04,336,92368.25,W,2,2017-07-02,7,7,6.2084,12.1993
594465,3,7,13.7102,16.5094,8,1,2015-01-14,2,59,F,2013-04-14,693,156170.2,R,8,2019-05-12,0,6,5.8293,13.8755
420206,0,0,7.1819,13.4714,9,5,2010-06-16,1,45,C,2018-05-27,837,182901.69,O,6,2020-12-26,4,2,13.7606,6.7252
563590,1,0,3.4436,13.3895,9,7,2016-01-22,7,41,C,2013-08-01,292,121135.89,F,7,2016-05-24,0,3,12.6763,16.3032
319311,3,2,6.6178,7.302,3,4,2018-03-07,7,87,A,2016-08-30,507,458252.1,O,7,2012-11-11,0,7,9.3365,12.2399
509609,7,2,4.4711,6.2579,1,4,2010-08-05,2,22,C,2020-02-18,555,221948.61,W,9,2018-08-31,4,8,9.8333,16.6174
701682,4,7,7.8692,8.0589,1,4,2013-04-11,5,11,C,2020-12-31,105,287794.47,R,7,2019-10-03,7,0,11.4206,12.6106
805505,2,1,2.1123,15.0425,1,8,2016-04-27,8,43,A,2021-06-05,235,89558.41,W,4,2022-01-12,4,3,11.867,7.2973
462668,4,9,5.6017,10.3044,7,3,2011-07-03,2,53,G,2011-05-24,748,75172.53,R,1,2017-04-21,0,7,10.3016,14.2609
115094,0,7,4.8363,13.8963,7,1,2017-08-11,6,23,C,2013-12-03,169,45496.81,W,8,2014-03-27,1,8,11.6486,11.7087
242764,0,7,3.7328,7.5738,8,3,2015-01-13,7,59,A,2021-08-13,433,286032.07,F,8,2014-10-02,4,9,11.5656,9.3752
786838,2,1,10.096,9.7735,4,3,2018-06-24,7,17,G,2020-05-26,155,101422.11,R,5,2016-09-09,8,9,6.9162,9.378
798088,5,8,9.6068,15.4613,6,4,2014-10-15,2,89,D,2018-09-24,737,208868.01,F,1,2022-07-16,0,6,6.6165,17.9923
322692,6,2,4.9631,17.0477,2,7,2013-02-10,5,22,C,2016-10-03,366,388427.48,F,1,2016-07-07,0,9,11.5862,11.4587
792505,9,1,13.8372,9.1406,7,2,2019-11-09,1,49,G,2021-12-21,289,223528.13,O,1,2018-04-18,6,2,14.1762,15.6712
777570,6,4,13.0229,15.8111,4,3,2014-09-30,6,86,A,2020-03-01,799,34626.81,O,6,2020-10-04,9,2,7.6805,17.0142
820018,6,6,10.4458,8.3189,8,0,2015-06-25,9,77,D,2015-02-20,140,125563.74,W,4,2013-09-22,1,6,9.1349,11.0596
586137,9,2,8.148,12.4285,6,8,2010-02-25,5,36,B,2012-12-09,774,408331.54,R,7,2014-06-18,1,9,13.7997,10.7731
256798,3,7,7.8974,8.494,5,0,2020-02-11,3,23,A,2018-07-02,355,203579.02,F,8,2015-08-27,1,0,10.7694,15.7862
376433,0,7,2.6202,6.1581,2,6,2014-07-01,1,74,E,2014-10-04,421,312310.76,F,6,2021-12-20,0,0,9.4626,5.9805
364402,8,4,14.4628,16.8116,8,3,2019-01-26,7,31,D,2015-10-15,247,380266.47,R,5,2017-04-06,5,6,5.9316,6.255
496915,1,3,12.1121,15.6927,5,1,2014-06-05,5,41,D,2014-09-19,201,365569.58,F,1,2021-10-31,3,1,5.5528,11.7151
343587,4,2,14.9674,7.6442,9,5,2017-09-06,6,37,G,2011-04-24,372,199483.07,O,2,2017-01-16,5,2,13.715,16.9738
600811,1,4,3.6546,13.1615,3,1,2012-01-18,9,25,G,2011-05-07,721,101546.55,O,5,2018-02-14,7,1,9.4916,5.2214
840790,4,4,11.5956,17.6566,6,5,2013-04-22,6,70,G,2014-10-29,820,142899.18,O,8,2014-04-09,5,3,5.9997,14.0732
419652,5,7,12.1073,7.5297,6,0,2011-11-10,9,38,A,2019-12-25,467,253385.39,O,9,2018-10-31,5,4,12.7469,18.9571
219891,6,7,12.525,16.1627,1,8,2018-11-22,7,87,E,2015-10-25,587,284547.8,O,5,2019-01-16,4,5,6.6436,17.915
767547,9,9,3.2421,8.6932,4,5,2013-04-12,8,14,E,2021-10-24,324,174522.13,W,5,2012-12-11,5,6,10.3147,12.1411
659500,1,2,13.2782,6.8586,4,1,2013-11-03,9,10,A,2017-06-15,942,279300.74,F,7,2017-10-20,0,8,14.6149,5.945
244336,7,9,8.022,6.2184,2,0,2017-05-25,8,63,F,2021-08-19,706,49574.0,R,5,2015-03-23,8,8,11.01,6.7903
259252,3,8,12.7636,12.7742,9,6,2018-07-09,6,57,A,2012-02-14,873,488540.28,W,2,2016-09-18,5,8,5.126,18.9318
352572,0,7,12.9392,12.5081,5,4,2019-04-11,3,45,E,2016-06-18,495,107361.13,F,9,2021-02-08,3,6,5.4884,7.6833
406136,1,6,13.5321,15.1666,4,1,2018-09-01,1,47,B,2021-05-18,197,147266.39,W,1,2019-04-19,5,8,13.0053,11.4982
396657,2,7,1.5499,17.0342,8,2,2018-06-23,9,43,E,2011-02-26,408,376120.11,R,1,2019-05-01,8,0,12.8666,5.2832
321073,0,8,3.9396,12.9285,7,6,2015-05-17,7,82,B,2019-07-28,802,167780.57,O,2,2018-10-05,2,3,7.8932,5.7651
220464,4,5,11.3625,10.7638,2,9,2020-12-02,3,19,A,2018-05-04,358,268421.74,F,4,2013-10-07,5,6,6.4576,6.8742
436189,1,9,9.7375,17.876,7,1,2012-08-29,5,64,G,2019-09-11,553,346415.12,O,5,2017-03-22,0,7,10.5747,12.3188
404211,8,2,1.5269,9.4536,1,1,2020-08-14,2,68,G,2019-10-15,559,170862.8,O,3,2022-11-02,9,4,11.5459,16.5639
386994,7,1,13.884,12.3594,1,3,2017-11-22,1,58,E,2020-05-15,376,382072.19,W,5,2022-09-13,1,3,13.0901,7.6933
488639,3,9,13.4708,16.6321,3,3,2020-04-18,9,14,F,2013-12-02,192,190414.16,O,8,2022-02-13,2,3,11.7874,15.5782
517193,1,8,9.8001,10.4468,8,8,2015-01-28,8,40,D,2017-10-04,712,10653.36,R,2,2015-11-28,6,4,9.0601,8.2282
159664,0,5,7.7979,12.5616,5,9,2010-02-26,1,87,D,2021-10-26,378,133866.68,W,1,2018-05-23,1,1,12.3981,6.0497
680352,1,8,8.7852,16.4315,4,0,2016-04-03,3,35,E,2011-10-26,211,271093.82,F,1,2022-06-30,7,0,13.0697,14.0043
243337,0,5,13.1346,14.4088,6,0,2018-03-29,7,14,F,2016-11-07,270,414135.53,R,5,2019-03-01,9,4,7.9005,15.1615
470911,9,5,13.7228,15.2238,4,5,2011-05-13,3,45,G,2018-03-16,348,123905.49,R,7,2015-11-20,9,8,13.1361,8.344
113711,8,5,12.3123,16.027,9,7,2017-07-02,2,32,D,2016-06-16,244,447741.49,O,2,2015-08-05,5,0,10.0815,18.4818
597094,6,5,7.7259,17.3542,9,9,2016-11-22,1,78,C,2011-01-19,202,474086.98,R,7,2013-10-02,1,3,9.648,11.1307
604329,8,8,12.1408,5.862,1,8,2015-07-18,2,69,F,2013-07-05,183,150555.45,R,5,2012-02-05,9,0,8.4904,16.7994
108003,9,4,13.5663,16.5604,6,4,2019-02-21,3,16,A,2016-01-06,196,303841.91,O,7,2013-06-26,0,6,7.3853,12.9625
883282,1,7,1.7301,14.4739,7,8,2014-09-30,7,17,A,2015-05-06,880,284227.51,O,8,2014-08-03,0,6,12.3251,6.799
187192,6,8,12.7905,16.2647,4,6,2015-10-15,8,67,G,2016-06-07,848,306256.75,O,8,2014-12-22,3,5,11.9645,8.1098
549370,9,7,3.5219,13.2718,1,7,2012-04-08,1,46,D,2021-11-05,936,91383.46,O,6,2014-12-16,2,9,8.2448,12.0494
152054,1,6,5.2371,10.6914,8,9,2018-02-14,3,39,B,2016-02-25,754,236683.88,O,3,2017-07-15,2,9,8.5314,11.3493
152647,3,2,3.3669,7.9298,7,9,2014-11-13,5,79,E,2016-11-19,910,351590.37,F,5,2022-11-12,9,7,11.9903,5.3581
631617,8,0,13.501,5.4672,9,7,2019-05-09,7,73,G,2018-08-31,271,314955.83,F,3,2014-11-23,2,9,10.1318,13.8143
380233,6,2,11.799,17.4728,3,6,2016-05-02,2,22,D,2013-02-08,901,303242.5,F,5,2016-03-05,3,4,12.5552,10.0499
375025,8,4,3.2725,12.2096,1,0,2012-05-19,7,41,A,2014-12-01,275,64717.75,W,8,2019-12-27,3,1,9.0163,11.6175
374708,6,7,2.7101,16.6761,4,9,2013-11-17,8,46,C,2021-09-28,342,195145.61,F,6,2018-12-11,9,8,8.5102,17.1989
136746,5,1,9.3394,6.1944,1,8,2015-10-21,9,28,A,2014-05-07,922,260222.28,F,5,2015-07-20,8,9,13.9501,6.624
381145,6,7,1.8992,7.0115,5,9,2017-12-13,5,56,G,2016-11-12,919,442652.89,W,9,2015-06-11,8,5,11.766,18.31
681556,7,7,10.8482,7.3864,3,6,2013-08-23,4,45,G,2018-06-12,527,63124.6,F,6,2014-11-11,0,6,9.9856,15.383
859956,1,5,12.3156,10.2958,3,3,2016-08-12,2,46,B,2017-04-15,316,209692.71,W,8,2017-01-25,3,6,12.4131,13.9333
381113,9,2,10.008,17.4606,8,7,2018-01-07,4,15,F,2014-10-16,721,395380.69,R,9,2013-01-12,0,3,14.5027,14.4623
570361,0,5,10.1755,10.1292,4,8,2019-06-03,1,67,E,2015-01-14,415,29406.25,F,5,2021-10-28,2,3,9.3175,17.1711
809705,9,5,1.7204,10.911,4,3,2012-10-21,7,41,G,2017-10-07,229,382891.64,F,2,2022-10-24,3,4,12.4909,5.0648
295579,1,8,7.0392,10.2501,7,5,2011-05-05,7,42,G,2020-03-28,404,62451.26,W,9,2015-07-11,1,7,11.5906,8.9088
130519,2,1,12.2567,11.7363,6,1,2016-11-30,5,53,D,2020-08-07,741,143509.33,R,3,2015-07-26,9,9,10.9816,5.2238
341089,2,8,12.0237,5.537,7,1,2019-09-02,1,72,B,2013-05-18,572,211488.1,O,4,2021-04-08,7,2,11.3963,11.8082
520291,3,7,12.7044,16.0723,1,8,2016-09-05,6,55,C,2011-07-02,184,87876.43,R,7,2017-08-28,6,4,14.9181,6.5906
398113,2,6,8.4653,17.1519,5,8,2013-04-03,4,35,C,2011-05-18,946,408045.66,O,4,2012-07-15,1,5,8.7593,17.7893
499920,0,3,4.5113,11.4229,6,6,2017-10-02,5,25,G,2016-03-29,723,167546.0,W,5,2019-09-27,9,5,9.4542,12.9231
293626,6,6,6.7371,17.1053,8,3,2012-07-19,9,76,F,2018-12-12,809,20802.58,O,6,2012-02-15,3,4,8.9452,7.1392
198953,7,3,2.5263,16.0378,9,7,2018-05-27,2,14,E,2014-12-31,882,162256.79,F,1,2020-05-31,0,3,12.9576,5.1687
777478,2,9,6.638,5.7764,8,2,2010-02-20,7,34,E,2017-10-17,183,331093.22,R,6,2013-05-25,5,4,11.9249,5.9172
814425,2,7,14.9002,6.3007,8,8,2019-10-13,1,35,C,2013-01-17,946,113211.47,R,4,2017-03-20,3,1,12.2975,6.931
869394,2,7,11.2406,8.3019,8,5,2014-06-09,7,53,C,2018-07-22,160,457848.85,O,3,2016-02-20,4,0,8.1776,5.1739
250709,3,7,7.1794,14.4675,4,1,2020-12-08,2,78,B,2019-11-06,375,467584.36,W,4,2019-02-20,2,6,8.1323,17.9855
572860,5,7,2.9716,8.1794,5,1,2012-02-09,3,16,E,2019-02-11,316,115139.55,F,9,2014-08-16,1,6,9.7742,11.2381
132254,3,8,11.5902,5.1067,2,8,2018-10-21,9,77,C,2012-10-10,609,195726.78,R,3,2019-02-18,8,5,5.6246,17.4063
488708,3,5,13.3804,12.484,6,2,2011-03-18,4,44,D,2016-04-12,257,418450.19,W,7,2016-02-03,9,7,14.4757,17.862
502598,7,0,10.4911,17.6578,4,2,2014-05-28,2,73,E,2016-04-08,654,122317.7,R,2,2021-05-05,9,1,10.175,7.4106
310970,7,1,3.8102,16.7833,5,9,2019-08-08,5,70,B,2019-04-09,519,58888.05,R,2,2017-12-18,7,1,8.7234,13.2675
645860,8,6,12.3929,6.344,1,5,2017-11-10,7,12,C,2011-09-29,116,342788.6,R,5,2019-01-29,8,0,13.1123,8.0887
362365,3,3,13.6878,10.6558,2,7,2010-05-10,5,39,G,2013-06-14,463,320682.19,F,6,2012-05-29,5,9,6.8051,10.4338
722399,6,1,9.5672,14.1799,2,7,2015-03-24,4,22,D,2015-01-24,566,228727.1,O,2,2018-02-08,7,2,8.9429,18.8006
237977,9,5,6.4323,9.0992,9,3,2016-08-27,9,14,A,2012-10-20,129,388033.22,R,1,2012-11-10,6,6,11.9496,12.9523
562721,5,2,3.8198,9.9808,8,2,2018-03-02,4,29,D,2021-05-23,326,293924.26,F,6,2017-08-03,1,0,11.1297,15.2068
117837,2,3,6.1409,7.3734,6,8,2018-09-24,9,69,A,2013-08-19,284,34901.74,F,2,2013-11-13,9,6,9.2269,14.044
674577,7,8,10.1695,15.4106,7,9,2020-07-12,7,55,E,2014-09-10,228,57166.32,R,7,2014-08-28,4,7,6.6309,16.205
342264,8,5,10.8335,7.8321,1,3,2014-02-28,8,32,D,2012-02-17,442,274369.64,W,6,2018-05-27,2,3,13.2279,6.1287
257423,8,9,6.9003,9.2072,4,3,2011-02-26,8,20,F,2018-06-08,455,171020.6,F,8,2016-02-20,3,1,13.6222,11.0049
634758,2,4,10.8827,5.7933,4,8,2020-06-19,7,63,C,2021-03-13,433,433517.15,O,9,2013-07-05,5,4,7.9648,13.2306
186757,0,4,5.7161,8.284,2,5,2018-03-23,7,28,C,2012-11-07,518,190280.31,F,4,2019-10-21,8,5,10.6017,13.0098
616017,1,0,4.694,6.8024,7,2,2013-01-31,3,42,A,2014-02-06,224,315777.73,F,3,2020-09-25,3,3,7.452,18.5234
767456,2,3,10.1349,14.9387,7,9,2015-05-30,3,23,A,2018-04-12,699,131035.23,R,8,2016-03-11,0,8,14.9884,10.5803
120291,4,6,11.1581,16.0494,5,7,2020-01-12,1,15,F,2020-09-21,205,122303.78,O,8,2018-06-07,9,1,13.1753,14.7562
381320,3,4,10.6562,14.0771,1,1,2018-07-21,6,42,B,2013-09-06,176,108470.58,O,1,2019-02-25,0,2,6.8758,13.4068
778615,6,9,12.4783,5.979,9,1,2014-10-19,6,10,A,2019-07-05,787,480202.6,W,1,2020-02-11,2,9,11.6758,10.7635
121196,3,7,13.182,16.1753,8,2,2017-08-14,2,76,D,2013-11-18,382,105342.06,W,3,2015-05-10,0,9,13.1322,16.6487
826077,0,2,10.2404,7.9746,7,8,2017-02-09,3,88,E,2011-01-22,137,150945.25,O,3,2019-09-03,7,1,10.6668,14.3929
897863,2,8,1.1989,8.2103,9,1,2019-07-04,3,28,B,2015-01-12,829,277294.26,R,1,2018-09-21,8,4,6.193,13.2025
635703,8,2,6.5625,5.1565,2,7,2020-08-02,2,23,C,2019-01-07,721,25227.38,W,8,2019-11-14,9,4,11.6598,10.5657
235833,4,3,8.9184,12.38,2,4,2017-06-01,8,36,B,2014-02-21,334,356696.79,R,8,2014-06-01,2,5,14.1635,10.5707
201380,0,2,8.6192,8.4699,5,7,2017-12-28,9,27,A,2011-04-22,419,367347.09,W,6,2014-04-10,3,8,13.98,6.1476
433451,0,7,8.9678,11.7532,4,5,2018-08-16,3,67,F,2012-06-15,891,98881.83,F,7,2022-05-12,9,0,14.3313,5.1228
233235,6,0,13.0777,12.9045,5,4,2016-07-15,5,60,G,2011-06-24,562,155599.14,O,6,2014-07-31,3,7,14.7891,8.4758
205345,9,1,3.8557,12.7704,9,3,2018-01-13,5,10,G,2020-10-06,126,483848.54,F,7,2022-08-31,2,4,7.8765,16.0142
649506,1,5,13.4675,14.8429,1,0,2018-02-01,8,29,A,2018-04-19,501,291742.58,O,9,2021-10-09,3,9,13.7948,6.865
134761,2,5,8.3034,7.8325,8,1,2010-09-10,6,23,G,2018-03-27,450,24915.48,R,7,2013-06-08,6,0,8.9689,17.9607
115992,8,9,6.2015,13.9227,8,0,2013-04-23,7,69,G,2012-06-30,826,118314.29,W,2,2020-12-18,7,1,5.8439,11.6519
302893,8,2,4.6584,16.4472,1,7,2011-10-23,5,71,B,2020-08-06,101,386735.69,R,5,2013-02-27,1,8,5.965,9.0618
804493,3,5,5.5607,14.5687,6,2,2014-02-06,7,82,A,2020-08-05,903,493723.13,W,5,2022-02-10,3,0,14.7864,10.8509
366083,7,8,12.396,9.2087,5,1,2010-12-19,7,44,D,2011-09-17,727,176342.11,W,3,2022-10-03,9,9,14.9529,14.3419
140726,4,8,6.9032,16.0267,9,1,2014-10-10,7,15,E,2020-05-03,857,356828.6,R,3,2013-02-24,9,0,10.1954,9.2205
562893,0,3,2.0661,11.3546,7,2,2020-07-04,3,79,B,2016-11-05,300,91702.27,R,9,2016-05-04,5,6,12.1388,7.2537
165958,6,9,14.8626,16.8043,9,7,2011-11-15,7,73,B,2013-07-10,909,492039.11,R,8,2020-05-12,3,2,14.9718,8.2783
654869,7,4,1.4095,7.0979,2,1,2012-07-29,6,84,A,2015-04-09,385,166383.11,R,8,2014-04-09,2,0,5.6772,7.6148
157431,9,2,13.1536,17.6273,9,4,2013-05-19,5,61,C,2021-05-06,799,13941.61,O,8,2012-10-25,7,2,13.9903,12.5143
504275,9,6,13.0753,17.0611,1,3,2010-06-13,5,63,E,2021-09-23,692,18019.24,W,6,2021-05-24,5,3,9.832,13.3002
321976,4,5,3.193,16.5738,4,4,2018-06-10,5,28,B,2016-10-10,935,29600.09,R,9,2015-01-19,6,9,12.3563,8.3669
708712,3,7,11.3779,16.9516,7,1,2015-04-05,4,71,E,2016-06-09,109,311854.92,F,4,2021-01-18,9,6,6.4569,9.4171
468800,7,1,1.2251,6.6262,8,0,2016-05-06,6,41,B,2018-03-11,608,59328.67,R,7,2019-09-04,4,8,10.0338,12.0163
223972,9,6,7.1581,15.6238,1,0,2013-10-01,2,33,D,2015-09-20,366,443266.57,R,1,2019-06-15,0,6,10.9907,10.3715
