INT-RATE-BORR,INT-RATE-BORR-1ST,APPLTN-CDE,FULLY-PD-CDE,FULLY-MTURD-CDE,ADVNC-UNCLSD-CDE,ACT-COLLCTN-ONLY-CDE,ASSOC-TYP-NOTE-CDE,PURCH-CDE,NBR-PYMTS-AMORTN,INSTLMTS-INT-ONLY-CNT,SALE-STAT-CDE,FIXD-PRD-INIT-LGTH,MORT-HLDR-CDE,YR-LN-CLSD,DTE-LN-SLD-OR-PLDGD,FMHA-DIR-TO-INSRD-CDE,DTE-CLSG,DTE-LN-EXPRTN,LN-AMT,RECVRBL-CST-CHGS,PRIN-CR-LN,INT-CR-LN,INT-FCL-LN,SCHED-STAT,PYMT-EXTRA-AMT-CUM,CR-NON-CSH-APPLTN-TYP-CDE,CR-NON-CSH-LST-AMT-APPLD,DTE-LST-NON-CSH-CR,DTE-LST-CSH-CR,DTE-NEXT-INSTLMT-DUE,INSTLMT-DUE-NEXT-AMT,INSTLMT-NEXT-TYP-CDE,MTURD-CDE-DIR-RE,DTE-INSTLMT-DUE,INSTLMT-DUE-AMT,INSTLMT-TYP-CDE,SUSP-CDE-LN,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-CHNG,LN-NBR-OLD,INT-ASSTNC-CDE,WRTF-CDE
14.9455,12.9963,1,1,2,2,1,1,T,124,2,1,10,76,20,2019-06-04,1,2020-02-28,2047-04-19,222890.49,19437.94,14830.79,27014.51,17815.38,49082.49,52121.93,R,38191.51,2019-03-29,2015-06-27,2018-06-13,3558.93,5,4,2014-08-28,2336.65,Q,6,2019-01-11,38,11,2,T
8.2677,6.4659,1,0,2,1,1,1,C,044,4,1,23,78,20,2013-11-23,1,2011-07-26,2042-06-03,2790718.16,43218.68,18738.43,21652.55,42995.28,35753.64,46156.53,O,42217.57,2019-07-29,2017-02-09,2016-09-28,2848.29,4,4,2017-05-03,1042.9,S,8,2010-01-11,24,88,5,P
9.1595,10.4497,1,0,2,2,1,1,V,075,6,1,33,66,20,2011-02-17,0,2019-08-28,2050-09-04,2646841.6,48035.68,30341.11,23402.39,33645.23,40461.63,52613.83,E,57354.02,2018-08-22,2017-06-11,2019-04-27,3604.94,2,5,2022-09-27,3538.71,A,7,2014-09-14,35,91,4,W
6.5494,5.2685,3,0,0,1,1,1,D,156,4,1,11,62,20,2013-09-26,1,2013-08-30,2048-05-26,4215515.93,27280.14,23394.46,34095.32,18477.02,49055.03,43472.48,N,77364.18,2013-05-01,2019-11-13,2014-06-26,3808.16,1,4,2016-03-02,2257.93,M,7,2010-12-04,27,55,2,S
8.7497,4.1684,3,0,2,1,0,0,C,139,2,3,46,68,20,2015-06-09,1,2016-11-20,2047-03-12,122442.78,16804.31,26665.07,28506.29,38360.37,29347.44,59469.97,V,39064.23,2019-01-04,2016-10-13,2014-01-17,1227.27,6,4,2014-01-24,2551.58,S,7,2019-01-20,27,94,4,T
10.2034,12.225,1,0,2,1,1,1,S,135,3,2,48,80,20,2019-01-05,0,2019-11-12,2047-07-05,1170760.27,30254.94,23440.68,19159.79,44435.43,49719.21,33106.54,P,80067.2,2016-01-15,2018-10-29,2013-08-24,3507.41,4,7,2022-12-21,1123.64,Q,6,2018-09-07,29,46,1,M
6.9843,8.4726,1,0,0,2,0,0,T,251,2,2,12,61,20,2020-03-05,0,2016-01-02,2042-06-04,157730.79,15984.58,24739.88,39340.47,10520.22,49239.08,34877.81,Q,37440.11,2014-06-18,2015-10-02,2013-08-28,2804.84,3,6,2017-02-13,3232.53,A,5,2019-07-13,38,08,2,U
13.7875,14.3745,1,1,0,3,1,1,D,165,3,3,30,74,20,2018-01-23,0,2016-03-03,2044-04-11,3135843.54,29080.94,47078.77,48821.6,39550.95,37248.3,45042.01,M,37357.68,2016-07-29,2014-07-28,2019-04-06,1173.57,3,4,2017-11-06,2683.93,Q,6,2014-11-06,26,52,5,Q
10.5831,5.5861,3,0,0,1,0,1,U,089,6,3,14,63,20,2019-12-04,0,2020-09-05,2051-07-05,749567.08,38223.04,27553.95,18780.96,45492.28,17213.29,65788.42,C,89261.31,2017-12-05,2017-05-30,2017-06-15,1433.7,5,4,2014-04-22,3770.76,W,6,2014-02-12,30,77,4,A
7.6463,7.8742,3,0,1,2,1,0,V,259,6,3,16,78,20,2017-09-30,1,2018-10-15,2051-09-07,1937762.09,15080.34,20304.01,27610.23,39215.68,24545.47,42468.05,W,34931.8,2015-07-08,2019-12-29,2014-07-24,2527.63,6,4,2014-06-10,3647.91,Q,6,2014-01-14,28,64,2,E
10.0917,7.2682,2,0,1,2,0,0,C,156,3,3,13,70,20,2016-12-29,1,2021-06-08,2041-05-12,4661530.56,20063.82,31097.17,16654.04,27117.25,29685.74,24143.64,O,84440.93,2014-03-21,2016-06-01,2018-05-15,2026.5,6,6,2020-12-19,3713.17,Q,7,2015-01-01,31,33,1,O
13.861,11.1489,2,0,2,2,1,1,S,065,4,3,22,75,20,2015-08-22,1,2021-01-23,2049-08-08,4131394.98,26318.13,31291.25,23670.37,15191.84,15677.39,67155.02,U,48062.75,2017-04-17,2015-08-05,2015-12-20,3695.86,6,7,2013-01-17,1933.89,A,7,2020-04-20,37,03,4,J
6.6857,10.1772,1,0,2,1,1,1,V,277,2,2,40,63,20,2011-01-14,0,2011-04-03,2048-12-16,1673733.58,19787.05,33778.63,27609.27,11836.5,12416.9,27779.03,P,63191.49,2014-01-01,2018-02-04,2015-05-27,1085.57,2,4,2012-12-25,2654.89,A,5,2012-12-12,23,49,1,H
10.5254,5.9302,2,1,1,3,1,1,V,089,2,4,33,70,20,2016-11-05,1,2016-02-11,2046-12-31,1543818.29,43456.12,42220.96,28489.74,37418.71,49794.45,31996.59,V,39997.25,2015-03-01,2016-07-30,2016-10-16,1451.43,3,6,2013-11-06,1982.79,S,5,2019-04-16,21,59,2,R
1.0089,14.0545,3,1,2,3,0,0,V,211,3,2,31,78,20,2021-11-02,1,2019-12-18,2049-09-17,3685127.37,31917.51,36512.15,34373.76,48992.53,32502.28,41829.47,I,85726.58,2014-02-12,2018-12-02,2015-01-23,2532.15,6,5,2020-04-12,3882.64,M,6,2010-06-24,32,19,5,F
7.8065,3.2542,1,1,1,3,1,1,T,244,2,4,15,61,20,2016-04-11,0,2014-01-24,2043-04-08,4461957.22,20941.26,26502.48,45606.34,30547.93,11324.65,61024.95,D,56824.53,2015-04-22,2015-01-16,2019-11-30,1013.64,3,4,2017-01-25,2111.78,Q,7,2012-10-25,26,27,1,K
10.0662,1.1626,1,1,2,0,1,0,S,242,1,4,18,70,20,2020-01-28,1,2013-02-22,2044-05-02,2767029.48,33488.99,19641.23,13413.05,48147.52,15273.86,49338.19,H,77095.63,2013-02-19,2013-12-24,2014-01-29,2076.04,1,4,2012-08-28,1426.07,S,5,2020-05-25,37,32,1,L
2.8573,13.4142,1,0,0,0,0,0,V,162,3,4,11,64,20,2017-09-27,1,2016-08-01,2041-08-01,1879071.75,15948.76,16224.23,39550.54,42860.97,32681.73,57125.51,N,46931.41,2014-04-20,2016-09-10,2014-12-28,1452.39,6,4,2022-12-31,3938.12,W,8,2011-06-19,34,64,2,R
13.0255,11.3136,2,1,1,0,0,0,U,095,3,1,13,60,20,2018-09-17,0,2018-07-02,2045-08-09,4636223.1,24588.77,47124.24,41698.03,11345.91,23088.57,64810.17,X,56682.93,2014-03-10,2015-08-14,2015-12-13,2656.68,5,7,2022-09-27,1641.64,A,6,2020-11-26,32,28,2,E
4.7586,4.0522,2,1,0,0,1,0,U,083,5,2,50,72,20,2012-02-26,0,2016-10-15,2045-11-07,4524039.47,33648.89,15843.38,29256.25,17993.65,31974.81,23784.0,M,36457.42,2015-01-28,2014-06-25,2014-08-20,2287.15,3,6,2021-04-10,2021.12,A,5,2011-12-11,23,28,4,E
14.2131,4.8403,1,0,0,3,1,1,C,138,5,4,23,62,20,2012-07-26,0,2021-04-27,2047-08-17,3414572.51,34280.73,16214.82,49716.24,31563.47,20673.13,21746.67,H,40013.03,2015-11-26,2014-08-17,2017-11-02,3776.8,1,6,2013-11-05,1577.46,Q,5,2012-05-05,37,37,5,B
1.2965,12.1493,2,0,1,2,0,1,D,156,5,4,40,73,20,2018-04-21,0,2018-10-02,2048-05-15,2148895.73,12529.38,14173.03,23441.54,21787.51,15148.06,61811.75,L,30616.17,2019-01-11,2017-05-03,2013-02-22,1162.18,1,5,2016-03-19,1711.76,W,8,2020-10-22,40,80,4,Q
3.5189,13.0908,1,0,2,1,0,0,U,086,4,2,25,76,20,2012-02-04,1,2016-03-29,2050-01-22,2938865.46,40256.36,14325.73,19943.01,15227.08,18304.9,45837.76,M,72197.66,2018-08-27,2015-01-18,2015-06-24,3475.28,2,6,2016-09-01,1397.1,Q,7,2017-07-19,30,60,2,H
11.6854,8.7097,1,1,2,3,0,1,C,129,3,1,48,67,20,2011-07-29,0,2013-05-04,2041-10-17,1916954.3,32959.29,27660.06,18469.25,46214.51,17306.08,47566.26,I,44081.66,2019-08-04,2015-11-30,2013-04-20,2784.3,5,5,2018-10-26,1229.23,Q,9,2014-10-26,31,70,5,A
3.5022,13.1688,1,1,2,2,1,0,V,230,4,1,19,67,20,2011-07-01,0,2012-03-06,2042-06-05,4298574.4,39612.51,19677.05,31018.2,17203.79,10070.66,55658.46,O,75840.71,2016-10-08,2013-05-11,2016-05-19,1374.58,2,6,2022-09-25,1577.65,M,9,2015-10-16,37,35,3,H
11.3791,3.7244,1,1,2,2,0,1,S,284,3,3,47,70,20,2018-03-16,0,2015-12-26,2041-05-28,2345310.63,22373.38,44572.41,28775.61,32385.71,13534.37,57271.18,T,79182.15,2018-10-30,2014-01-02,2018-10-22,2469.62,4,7,2018-06-22,1082.0,Q,5,2017-07-30,38,09,2,B
2.9581,9.8372,3,1,2,2,1,0,C,181,5,2,21,62,20,2013-09-23,1,2016-04-25,2047-01-31,4136279.76,47752.9,25901.57,10971.63,12134.5,16174.49,41014.58,U,61156.08,2016-07-24,2014-01-28,2013-06-17,3747.2,3,5,2013-06-26,3187.61,A,9,2015-11-08,21,80,3,P
8.1358,11.7702,3,0,0,3,0,1,V,273,4,3,46,73,20,2016-03-18,0,2013-12-31,2044-03-18,900692.85,13169.15,27745.03,32261.61,48096.89,30987.17,29921.1,N,83611.72,2018-07-31,2015-07-17,2017-04-20,3206.81,4,4,2021-11-27,1068.43,M,6,2011-01-11,32,95,1,C
2.0846,2.9987,3,1,1,3,0,0,T,034,5,1,33,76,20,2012-12-26,1,2019-05-22,2049-11-28,2259296.21,49698.09,31938.14,30232.27,43838.43,18369.62,20509.28,R,66398.75,2018-10-29,2014-02-25,2019-09-02,2911.8,5,6,2021-05-11,2008.24,A,6,2015-07-25,30,94,3,V
3.5722,8.3631,1,0,1,2,1,0,D,151,4,2,36,72,20,2020-04-17,0,2017-12-31,2044-11-15,946271.98,23295.49,29877.07,29954.79,31328.78,26086.37,56579.71,J,56100.78,2013-06-27,2013-11-23,2018-05-11,3572.9,1,4,2013-02-20,2291.22,Q,6,2017-06-24,23,25,4,O
6.0624,5.5704,2,0,0,1,1,0,C,030,2,1,18,75,20,2016-04-16,1,2017-12-27,2050-03-15,3892539.38,41283.73,33989.6,29493.82,33495.27,13029.87,24371.65,K,60405.6,2015-09-17,2019-02-06,2015-05-20,1334.65,1,6,2020-05-07,2660.64,Q,7,2011-06-27,35,01,1,Q
3.3853,8.0868,3,0,1,2,1,0,D,274,6,2,11,75,20,2019-10-14,0,2012-07-06,2046-09-01,3643809.56,34370.67,14507.64,40911.33,14848.74,19615.22,51336.07,G,36670.59,2013-08-02,2016-11-15,2016-03-06,1682.78,6,6,2022-09-17,3434.78,A,9,2013-06-01,20,52,2,M
9.397,5.7046,2,0,2,0,1,1,C,067,1,1,20,61,20,2015-12-29,1,2011-09-18,2047-02-10,4494643.06,40691.42,49407.33,46317.61,47846.38,41078.68,65189.1,U,70835.95,2015-08-31,2015-01-20,2018-10-06,1561.06,2,4,2020-02-01,3719.5,M,8,2012-11-14,27,08,5,M
8.7837,3.2081,1,1,2,2,1,0,D,108,1,3,39,61,20,2018-08-08,1,2015-06-13,2050-11-19,2844621.3,31274.54,18182.74,37295.56,38764.66,16127.77,61404.17,J,80251.52,2018-06-07,2015-01-04,2018-04-02,1270.09,5,7,2015-04-27,2727.19,A,9,2011-05-08,30,18,1,J
13.2926,13.1586,2,1,0,0,1,0,V,285,1,2,24,76,20,2016-05-23,0,2017-02-14,2048-06-16,3992623.36,21097.36,28376.97,27453.45,15126.04,21210.61,67252.25,D,51606.24,2016-09-27,2016-02-29,2018-11-29,2216.24,4,6,2015-08-24,1592.59,S,7,2019-11-10,30,68,1,V
8.0366,3.3158,1,1,0,2,1,1,D,138,2,2,16,71,20,2017-12-30,1,2015-06-28,2045-12-27,3030754.38,36110.64,32313.65,43321.58,43436.24,25014.14,58383.02,O,73144.89,2014-06-24,2014-04-25,2016-06-30,2264.42,3,7,2018-06-01,2300.8,W,5,2010-11-02,20,69,3,J
12.3549,3.6443,3,0,1,1,1,1,C,132,1,3,50,75,20,2015-11-25,0,2015-10-02,2051-12-19,2369232.6,46343.16,48554.35,27821.15,33398.13,34335.14,46852.67,W,35402.86,2015-10-02,2016-11-28,2015-10-19,3334.93,3,6,2017-03-04,1632.49,S,9,2014-04-01,28,08,3,N
13.7292,11.3155,1,1,0,1,1,0,T,179,4,4,45,68,20,2012-07-12,0,2018-11-04,2046-04-13,973469.25,14694.85,15731.04,12552.59,47366.64,39916.67,67067.45,C,31251.84,2015-03-23,2018-02-24,2016-05-27,1418.78,5,5,2019-02-03,1401.04,Q,7,2015-04-13,35,14,2,A
1.9415,7.919,2,0,1,0,0,1,C,146,1,4,37,78,20,2018-10-25,1,2021-06-10,2043-03-19,1870502.92,37535.12,44218.48,36251.25,17365.46,31606.28,52265.88,O,83507.4,2017-06-27,2013-07-18,2015-10-27,1375.17,2,6,2019-10-14,3151.48,S,5,2017-07-11,29,27,3,G
8.7346,14.3719,2,0,1,3,0,0,S,213,6,3,38,77,20,2012-06-26,0,2011-10-20,2049-01-23,4505326.14,37596.91,14930.89,49692.53,34410.38,17447.74,59778.58,E,46876.87,2019-09-30,2015-09-12,2016-03-08,2795.75,5,6,2016-06-02,2624.06,Q,6,2020-05-21,29,57,4,V
12.976,12.585,1,1,1,3,0,0,D,225,2,4,22,64,20,2019-06-24,0,2018-10-04,2045-09-01,4287400.25,45367.81,31762.27,12357.8,27319.48,16037.29,55118.34,K,41442.68,2018-03-13,2016-12-07,2014-03-03,2835.86,4,5,2016-11-12,2282.31,M,8,2019-06-29,35,99,2,T
3.8996,12.0726,3,0,1,3,1,1,S,262,6,1,27,73,20,2018-07-10,0,2018-10-23,2046-03-20,853185.97,49698.02,26614.29,11766.37,18625.62,25792.86,69254.27,G,45744.29,2014-08-25,2018-08-17,2014-08-28,2542.0,5,5,2022-03-11,3011.6,M,8,2020-04-18,28,58,2,P
13.6109,8.6225,3,1,0,3,0,1,V,049,2,4,10,79,20,2019-07-01,0,2018-01-25,2041-10-04,3069438.56,46947.19,37833.82,47110.73,19808.86,14911.41,59851.28,C,35582.04,2018-02-05,2017-09-28,2014-09-21,3408.38,6,6,2013-09-30,2254.36,S,7,2012-08-09,33,73,1,H
3.8965,10.7182,1,1,1,0,1,0,T,086,4,1,50,75,20,2011-08-20,0,2017-03-22,2043-01-04,4622713.5,32883.48,47129.29,12495.68,13803.92,19439.03,53254.56,T,80728.92,2015-01-13,2016-11-28,2015-06-06,3101.49,1,7,2013-10-17,1629.76,S,7,2014-01-20,21,20,1,F
7.5335,2.2347,1,0,0,1,1,0,V,128,1,3,39,80,20,2012-11-16,0,2018-03-20,2049-10-15,4010927.66,34861.28,43718.25,14048.26,12641.85,36126.15,53511.12,U,38103.72,2014-09-26,2015-09-30,2019-03-03,2819.54,3,4,2022-03-07,1072.52,M,6,2011-09-02,33,53,3,L
3.0128,14.7367,2,1,2,1,1,0,T,035,6,3,13,68,20,2012-04-22,0,2012-05-04,2041-04-13,2988921.6,24482.08,27659.39,38266.69,43526.29,30079.37,42860.4,P,44899.54,2017-03-20,2016-01-22,2017-02-22,2859.5,2,7,2016-04-24,3732.63,S,6,2012-04-04,30,26,2,X
8.3783,2.1015,3,0,1,3,0,1,T,227,2,2,23,65,20,2016-09-12,1,2015-10-31,2044-08-17,859926.56,22921.96,44741.38,32141.13,16281.22,15447.87,65493.15,H,78957.18,2013-10-20,2019-07-29,2013-08-20,1632.15,5,4,2016-11-28,1238.45,M,6,2012-07-04,33,85,1,Y
7.0622,12.126,3,1,0,1,1,1,T,285,5,2,16,72,20,2016-05-31,1,2013-06-03,2049-05-07,4094914.02,48793.72,49214.37,13369.25,18121.59,14553.1,31357.06,N,62110.26,2014-07-23,2018-12-21,2013-01-18,1949.68,1,6,2018-10-05,2032.48,S,5,2020-04-27,28,72,1,I
5.0768,14.2109,2,0,0,1,1,1,C,274,2,1,36,73,20,2013-11-28,0,2018-04-28,2048-09-12,2970595.7,26024.12,31303.29,27696.27,20281.99,28958.81,43575.33,S,80760.18,2018-03-12,2015-10-15,2016-11-26,3949.98,2,6,2015-09-02,2957.65,A,9,2012-12-03,35,40,2,A
11.4594,5.6924,1,0,0,3,0,1,D,189,6,2,11,60,20,2016-07-17,0,2016-03-26,2048-06-22,2046511.05,26183.48,16288.9,17150.1,44002.14,27868.9,25024.77,B,53238.25,2013-06-21,2019-04-16,2018-05-04,1917.02,3,6,2021-12-30,3649.6,S,9,2010-06-12,38,11,5,O
4.4208,12.7682,2,1,1,1,0,0,D,242,2,3,32,65,20,2013-01-17,0,2018-01-07,2050-10-11,2997780.33,35059.41,31105.66,22689.49,45828.37,27798.68,60905.25,V,65375.19,2016-07-06,2015-08-31,2014-04-04,1007.01,6,4,2018-09-16,1804.8,W,9,2018-01-11,23,51,4,A
8.8397,10.9035,1,1,2,0,0,1,D,122,5,3,24,61,20,2011-11-24,0,2014-08-06,2043-01-10,4983425.24,45637.52,46188.8,18352.38,14680.65,22659.99,61222.41,X,63545.08,2018-05-06,2018-06-29,2017-04-19,1618.04,3,4,2016-11-25,1475.15,A,5,2014-09-19,37,99,3,O
14.9979,4.6231,2,0,0,0,1,0,S,284,4,2,47,63,20,2013-06-06,0,2014-12-31,2042-01-18,1006383.51,43944.2,18811.39,44339.48,35404.16,33600.21,29859.49,U,44875.56,2015-07-03,2013-05-22,2014-11-10,1697.87,6,5,2018-12-12,3805.35,Q,8,2010-01-27,34,55,3,L
3.8522,2.4873,3,0,2,1,1,1,C,034,4,3,20,77,20,2013-11-15,0,2014-11-17,2041-06-08,2547817.13,13033.44,22113.46,41108.99,42415.22,45847.51,48026.48,N,73222.46,2014-04-19,2017-04-02,2015-10-04,2013.76,5,6,2016-11-01,2551.83,Q,9,2014-09-30,21,56,2,W
4.5101,14.9454,1,0,1,2,0,1,T,289,6,4,19,77,20,2011-08-25,1,2012-10-09,2047-11-09,740109.12,40169.69,45418.23,26074.73,29076.55,28522.54,45150.59,E,59044.31,2017-09-04,2017-08-31,2019-10-05,2544.49,3,4,2018-09-21,3052.87,M,8,2010-07-29,38,79,1,M
12.1969,1.9754,2,0,0,3,1,0,S,299,4,1,39,64,20,2017-03-11,0,2013-05-04,2043-05-30,513440.53,22542.71,26732.93,18236.59,44828.07,33725.54,27967.57,X,52521.0,2014-05-12,2016-01-27,2017-06-20,3142.73,1,7,2016-07-11,3430.28,W,8,2020-09-15,36,78,1,Y
1.3163,9.6496,1,0,1,0,0,0,D,253,6,3,28,69,20,2019-08-25,0,2020-11-24,2047-03-21,2852464.98,40761.51,15756.76,10805.56,48612.41,18980.18,59356.42,K,58981.63,2014-07-29,2013-03-10,2018-04-10,1120.44,3,7,2012-05-12,2459.55,W,8,2012-12-30,24,18,2,F
12.3392,7.971,1,1,2,2,1,1,U,202,3,2,44,77,20,2018-07-17,1,2020-06-05,2042-01-02,2895243.41,45950.01,17668.03,17297.69,21793.88,32604.34,59422.63,D,89842.63,2015-09-24,2014-01-10,2018-10-23,1910.07,5,5,2014-08-12,1164.41,W,5,2012-09-27,29,80,4,D
3.5933,8.4354,2,0,1,1,0,1,C,019,2,3,33,62,20,2016-04-23,0,2017-02-16,2042-12-22,2429207.05,45620.8,36894.38,42056.13,23604.36,34943.7,59058.71,I,88238.98,2015-08-29,2019-06-10,2015-06-08,2009.11,4,5,2017-01-14,1809.37,A,8,2010-10-19,32,39,2,X
6.3482,5.756,2,1,2,0,0,0,V,203,4,2,33,66,20,2019-03-19,0,2017-06-16,2050-07-24,1812894.65,14981.59,35177.36,32015.76,49094.6,26154.94,43778.85,L,77349.65,2018-03-07,2014-03-15,2013-07-18,1653.85,6,6,2018-08-06,1162.31,Q,7,2015-07-30,32,51,5,F
5.903,3.3098,3,1,1,0,1,1,S,040,2,2,33,80,20,2017-08-29,0,2012-11-25,2047-01-16,3227695.01,38889.41,41673.3,21209.71,42224.85,13948.35,28717.01,P,42328.84,2014-04-16,2016-05-12,2013-01-09,1100.74,4,4,2013-08-29,2952.77,S,6,2018-02-12,40,82,4,B
11.568,7.9525,2,0,0,0,1,0,S,135,4,4,25,76,20,2013-06-13,0,2012-12-13,2041-08-23,1498003.11,16056.73,39975.4,23694.72,47534.75,33899.77,20606.39,Y,55654.6,2016-01-28,2017-12-02,2016-09-02,3991.0,2,4,2021-04-20,1822.77,M,9,2013-05-20,25,44,3,I
5.0635,13.5224,1,0,1,3,0,1,D,079,6,4,50,71,20,2014-02-28,1,2013-08-14,2043-02-15,3593238.15,48260.41,25374.23,33109.73,47455.09,25247.64,55198.73,L,89681.32,2018-03-26,2018-10-04,2016-04-06,2573.41,3,7,2018-09-11,3383.77,W,6,2020-07-14,28,72,2,U
13.2271,9.8841,2,0,1,1,0,1,V,266,4,1,27,62,20,2014-04-30,1,2020-06-20,2047-02-25,4275737.08,17791.24,48901.37,28855.82,37348.47,42862.81,52784.62,U,36467.29,2019-11-15,2013-04-11,2015-06-19,3099.64,3,4,2014-08-19,1592.81,Q,7,2016-05-14,34,75,5,L
5.1334,11.9871,1,0,2,0,0,1,D,062,4,2,42,64,20,2016-03-07,1,2012-08-30,2043-03-31,1172362.34,33077.95,42083.44,22848.31,21373.66,26472.79,24714.2,W,32498.5,2013-03-25,2014-12-20,2019-11-29,3761.48,4,6,2015-10-27,3553.27,W,6,2019-01-03,35,01,3,Y
2.0271,10.3653,2,1,2,1,1,0,V,063,4,4,49,65,20,2018-08-11,0,2013-08-26,2051-06-05,2585981.63,49037.91,19529.96,40854.06,38423.52,10281.68,63387.17,J,72663.83,2017-04-07,2017-04-20,2015-04-04,1563.97,6,6,2012-10-01,3521.71,M,9,2013-10-01,35,71,5,Y
4.8752,8.3363,1,1,2,2,1,0,U,219,5,1,26,79,20,2014-11-05,0,2015-02-05,2050-01-20,3379261.83,22893.92,22779.45,42288.32,31317.18,32016.13,59578.9,A,51260.45,2017-03-01,2015-09-05,2016-02-26,3999.04,1,7,2022-12-31,1105.89,A,7,2017-03-26,34,16,3,O
6.4325,13.5895,2,1,0,1,1,0,V,141,5,4,49,66,20,2021-05-13,0,2017-05-26,2048-04-21,3378359.42,25707.91,16242.63,14955.57,40007.08,40571.6,23084.55,W,56938.95,2017-12-13,2018-09-08,2013-05-01,1969.1,5,6,2015-01-18,2560.38,W,7,2014-09-26,21,04,2,A
9.0025,6.8028,1,1,1,0,0,1,D,242,6,1,31,73,20,2016-10-12,0,2019-01-28,2049-05-31,3656026.31,43398.33,40175.97,46783.21,19631.66,29964.36,67491.3,V,85220.34,2014-06-14,2018-10-23,2013-11-18,3571.52,4,5,2015-02-05,1695.98,M,8,2014-03-22,22,73,4,P
2.3791,10.5507,2,0,2,3,1,0,S,117,6,4,26,63,20,2017-01-24,1,2017-06-25,2049-09-21,1001992.29,26148.61,42732.11,23530.9,44901.59,15050.65,56656.19,D,30831.79,2015-04-06,2015-10-19,2018-04-02,1496.83,1,4,2014-12-05,2524.16,Q,6,2011-12-27,23,51,5,T
1.6869,7.4562,1,0,2,2,1,0,C,215,6,3,16,62,20,2013-12-03,0,2017-01-31,2049-04-26,2232866.76,15547.08,42787.56,48651.71,13972.15,13164.17,49210.59,X,70353.26,2016-11-21,2014-06-14,2017-07-26,3586.83,6,4,2012-05-26,2933.12,W,5,2017-05-22,36,61,2,L
9.2114,9.58,2,0,1,3,0,1,U,291,6,4,43,66,20,2011-11-04,0,2014-12-12,2042-02-05,3744272.82,13616.94,42600.82,40041.91,16778.59,17798.52,25813.86,T,80956.0,2017-08-09,2019-08-25,2016-11-10,1672.42,2,4,2020-07-18,3867.64,W,7,2019-08-07,23,76,1,V
8.0499,11.2219,1,1,2,0,1,1,D,119,2,1,50,68,20,2014-09-24,1,2019-01-21,2047-09-20,1067801.25,33824.7,10125.62,10027.19,46482.01,27881.01,26337.3,X,75877.35,2015-03-04,2017-02-20,2014-08-01,2689.77,6,4,2016-01-02,3786.62,S,8,2016-12-17,35,14,4,Z
6.7099,7.5726,2,1,1,2,1,0,V,175,1,3,14,74,20,2016-08-16,1,2019-12-10,2041-03-16,545480.87,34041.37,15188.71,13043.73,22264.51,14711.34,50425.64,O,83196.44,2013-09-26,2018-03-22,2017-08-29,2023.15,2,7,2014-10-21,2031.81,A,7,2016-03-01,26,46,2,M
14.8592,11.1832,2,0,1,0,1,0,T,129,1,2,20,61,20,2011-04-01,1,2015-04-27,2049-03-31,1585359.47,29322.39,46185.33,11960.23,38245.45,10459.06,38472.15,V,53649.16,2014-04-17,2013-08-04,2019-05-23,3888.29,6,7,2016-12-14,2093.09,Q,9,2014-12-08,27,79,4,C
12.6083,4.9693,1,1,1,0,0,0,V,110,5,4,33,67,20,2013-08-31,0,2013-11-01,2048-03-02,4477339.09,46314.3,20231.56,38834.56,15195.1,33790.11,47647.98,M,80880.52,2018-10-14,2016-09-08,2017-09-08,3064.77,6,5,2014-04-30,1614.1,A,5,2016-01-14,25,41,4,Q
6.2348,10.8225,2,1,2,2,1,0,U,127,1,4,48,62,20,2014-08-21,1,2011-11-07,2051-10-07,1673904.41,15986.86,48171.09,46693.11,49589.24,11391.11,42442.34,N,77213.39,2018-08-13,2019-10-18,2017-01-06,3511.76,3,6,2015-07-21,1667.28,Q,7,2016-11-11,31,84,4,L
8.2492,4.2691,3,0,1,0,1,1,V,215,6,4,45,69,20,2013-11-24,1,2013-07-14,2051-04-12,1739034.22,30136.51,18525.62,43621.71,42357.73,42429.31,62464.78,H,53049.72,2018-06-20,2016-04-04,2019-07-13,2133.78,4,6,2019-07-10,3565.2,A,6,2010-05-18,32,82,3,R
11.8488,13.0876,3,1,0,0,1,0,C,241,2,1,19,73,20,2012-03-08,0,2015-04-11,2048-10-11,2233072.52,24963.31,22811.78,49316.06,21771.24,20585.58,48709.34,S,35154.83,2014-11-27,2013-04-01,2016-11-15,2552.93,3,7,2016-06-09,1720.62,A,9,2014-06-25,40,61,5,V
11.899,4.1839,3,0,2,2,1,0,U,225,2,2,22,62,20,2012-12-19,1,2012-11-05,2045-02-23,1128038.94,41695.87,29630.77,43786.59,43420.92,31510.91,30151.18,Y,59627.22,2017-02-03,2018-12-22,2017-01-28,3883.05,3,5,2017-06-14,3075.37,M,9,2020-09-11,36,44,2,V
4.104,10.0276,1,0,1,3,0,1,C,100,5,4,48,79,20,2020-05-11,1,2015-08-31,2043-05-22,4600523.63,25747.03,22487.27,21671.83,30928.84,49742.48,68382.72,I,78678.66,2013-09-29,2013-07-06,2014-05-06,2477.06,3,4,2013-09-27,1359.43,A,5,2015-05-15,31,73,2,M
