LN-NBR,FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,KIND-CDE-LN,INT-RATE-NOTE,INT-RATE-NOTE-1ST,PYMT-TYP-CDE,DIR-PYMT-CDE,DTE-AMORTN-EFCTV,DSTR-TYP-CDE,FY-DSTR-DCLRD,DSTR-DCLRD-NBR,MRG-CNTRL,DOCMT-TYP-CDE,DTE-OBLGN-LN,ASSTNC-TYP-CDE,LN-AMT-OBLGN,BEGNG-FRMR-RNCHR-CDE,COLLTL-CDE,CPN-PROCG-DTE,CASE-NBR-CHNG-CDE,PYMT-ASSTNC-METH-CDE,INT-RATE-PREV,INT-RATE-PREV-REDFND
3,97,7,8,62,3.9605,0.039605,7,7,42020,3,8,13,9,A,82021,850,622.17,W,0,120721,2,7,6.6905,0.066905
15,77,3,3,65,8.7295,0.087295,2,4,91814,1,9,573,27,C,122517,708,97530.94,F,4,41413,8,5,2.2613,0.022613
6,97,8,1,68,5.9307,0.059307,7,1,83017,6,3,745,78,G,12016,769,-607053.48,R,0,41422,5,7,7.2174,0.072174
90,77,3,6,66,9.4058,0.094058,6,3,111222,7,8,830,13,A,111615,521,-50488.51,F,0,51415,4,4,7.8933,0.078933
97,97,8,6,65,7.359,0.07359,3,1,120318,4,3,687,50,G,72320,334,-35790.55,O,1,111717,9,3,8.1062,0.081062
67,15,9,5,62,3.2341,0.032341,4,2,30115,9,5,70,92,F,10719,473,-532.1,O,6,52519,8,4,1.677,0.01677
92,97,8,7,63,8.6684,0.086684,8,3,121719,0,4,521,66,E,21713,72,-256774.25,O,4,31215,0,4,4.1167,0.041167
31,15,9,8,68,5.7472,0.057472,4,4,110316,9,8,28,5,G,62720,958,-7907.47,W,6,12920,3,6,9.5049,0.095049
34,36,4,8,66,7.6911,0.076911,4,0,71120,8,1,938,27,B,70919,161,-6638.71,O,7,60114,4,4,8.314,0.08314
84,77,4,5,66,7.7653,0.077653,0,5,12222,9,8,619,95,F,20113,30,5200.54,F,4,91718,8,7,4.3189,0.043189
36,56,9,7,61,4.9389,0.049389,8,3,41417,8,5,317,83,F,10316,957,935.63,W,8,61620,5,8,7.5329,0.075329
30,97,9,3,64,8.8264,0.088264,0,3,60218,3,9,688,7,F,60420,266,-2833.37,F,3,70321,5,6,9.5608,0.095608
22,77,4,9,63,8.2811,0.082811,2,4,51619,4,9,882,65,C,31619,189,-70684.28,R,8,20119,7,7,9.7875,0.097875
59,36,5,5,62,2.4974,0.024974,6,7,40719,7,3,346,17,F,22719,577,50846.21,O,6,41623,4,3,7.9816,0.079816
34,77,5,2,61,7.7688,0.077688,6,0,122223,6,4,197,52,G,60918,404,315.2,R,8,92015,0,3,3.6,0.036
34,77,5,3,63,8.7945,0.087945,2,4,91223,3,2,880,94,B,82119,157,20640.31,W,8,50521,9,4,5.7847,0.057847
66,77,5,6,68,8.9865,0.089865,7,7,61715,5,5,225,78,E,91022,405,-243.44,O,6,81722,8,5,9.4824,0.094824
3,77,6,1,64,2.5861,0.025861,0,0,70214,1,3,501,72,G,10622,720,-155.6,R,3,82118,4,8,3.4556,0.034556
68,98,1,3,63,1.3639,0.013639,5,1,112715,7,0,806,37,E,70317,228,77543.3,O,9,111220,2,7,6.255,0.06255
91,77,6,8,62,6.2614,0.062614,7,4,112317,7,0,593,63,C,52023,805,-191044.14,F,9,10716,7,4,7.6952,0.076952
65,98,1,7,66,1.7699,0.017699,1,5,62219,5,6,43,1,D,82016,853,242176.62,F,2,20520,5,9,7.9855,0.079855
13,57,2,4,64,6.8396,0.068396,0,3,112013,1,9,887,48,C,83013,491,127.52,F,2,31118,7,4,6.1306,0.061306
83,77,7,3,67,1.7013,0.017013,7,3,103018,6,0,692,94,G,42119,654,-498.91,W,0,81921,3,8,4.7196,0.047196
16,77,7,4,63,4.4019,0.044019,6,5,80214,4,1,403,63,E,92815,425,27133.98,R,9,122423,8,0,3.8761,0.038761
67,16,2,9,62,6.5634,0.065634,9,4,92319,0,3,537,67,B,61219,874,-7797.7,R,4,101020,2,2,2.6717,0.026717
15,77,7,6,67,5.7722,0.057722,2,1,80720,1,5,764,83,B,80614,957,-9511.9,W,2,122313,4,0,1.1128,0.011128
92,98,2,2,68,4.9129,0.049129,1,2,22320,2,8,536,44,A,22320,522,-595.59,W,1,91622,4,8,3.9675,0.039675
31,36,8,2,61,9.8335,0.098335,2,9,22315,0,1,892,97,G,30313,209,1572.32,F,0,123123,0,5,3.163,0.03163
4,77,7,8,67,1.536,0.01536,5,1,112614,9,3,417,20,D,32417,677,-8115.82,O,9,120316,2,0,7.3753,0.073753
92,36,8,5,68,7.1704,0.071704,6,1,42519,0,1,399,20,A,91019,985,980.46,O,6,60419,3,6,2.609,0.02609
32,36,8,6,65,6.8319,0.068319,2,0,20820,0,0,594,73,C,30914,507,25397.22,O,7,71923,1,5,4.9075,0.049075
60,57,3,7,65,5.5633,0.055633,0,3,82916,1,5,583,37,F,80220,960,-7120.81,O,1,50220,2,8,8.2588,0.082588
59,57,3,8,64,6.8856,0.068856,1,0,40213,9,3,286,22,C,82716,949,5254.2,W,7,41620,3,8,8.4966,0.084966
74,36,9,3,64,3.7472,0.037472,5,7,100518,5,4,870,97,C,101119,428,-2660.31,O,3,60218,0,5,3.5073,0.035073
51,16,4,6,60,7.1703,0.071703,7,9,30821,2,6,295,23,G,81014,778,885.5,R,2,61017,8,1,1.8471,0.018471
11,57,4,3,63,4.9366,0.049366,8,7,42118,1,8,999,98,G,91015,531,-610111.68,F,3,80321,2,0,4.5403,0.045403
64,16,4,8,62,6.2169,0.062169,8,6,10614,0,7,411,30,E,111114,778,486.74,W,6,40118,9,2,2.6253,0.026253
38,98,4,2,67,3.7937,0.037937,0,7,82117,7,8,429,31,E,92120,7,-93350.58,R,2,51321,4,9,8.3953,0.083953
67,16,5,1,67,6.922,0.06922,5,8,110119,5,2,95,54,C,11518,396,-21688.65,F,9,61320,0,1,6.858,0.06858
78,77,9,6,62,8.1366,0.081366,3,4,60818,0,2,416,61,D,62215,535,6725.84,F,7,41922,1,1,6.5093,0.065093
59,16,5,3,66,2.1674,0.021674,2,0,112613,2,7,343,81,C,52020,136,-76415.95,W,3,122218,0,2,1.1988,0.011988
13,57,4,7,61,3.958,0.03958,8,1,121817,9,4,826,44,F,12514,368,-1554.64,R,2,110316,2,8,7.9531,0.079531
12,57,5,1,65,7.9194,0.079194,4,9,12915,8,1,962,11,C,90723,972,-8104.5,F,1,120819,4,3,3.305,0.03305
19,16,6,3,61,9.6712,0.096712,0,8,21913,1,7,946,29,G,41818,553,4317.65,W,3,12321,1,2,8.4858,0.084858
60,37,1,1,61,8.3521,0.083521,4,3,50314,6,3,269,89,B,82320,166,-962218.53,F,9,111122,2,7,9.6383,0.096383
87,16,6,5,68,3.8809,0.038809,8,8,121116,2,9,829,14,D,110518,946,-85149.64,W,4,122323,9,0,9.1541,0.091541
19,98,5,9,63,7.7579,0.077579,8,6,122219,1,6,435,29,F,10815,240,-730.59,R,8,11521,6,6,8.7913,0.087913
10,57,6,4,64,7.9061,0.079061,6,8,70717,3,3,692,76,B,102213,33,-155.2,R,5,121119,9,1,5.762,0.05762
88,98,6,1,63,1.7638,0.017638,4,7,41422,9,0,747,80,B,20213,859,-776.11,R,1,10215,3,2,8.712,0.08712
62,16,6,9,61,5.6747,0.056747,8,0,121315,7,4,753,23,C,32320,252,820469.31,F,3,90713,6,1,5.6923,0.056923
22,78,1,5,63,5.3296,0.053296,7,2,60418,7,9,226,36,B,52215,528,-252.93,F,3,70716,8,7,2.615,0.02615
18,37,1,9,68,9.8676,0.098676,5,7,21514,9,2,569,20,E,50420,530,434142.49,O,5,121618,2,3,8.1633,0.081633
79,37,1,5,66,5.8866,0.058866,1,0,110920,7,5,516,25,A,61718,842,-984219.42,W,8,121521,9,0,6.12,0.0612
58,57,6,3,68,9.4092,0.094092,0,3,112622,4,3,751,89,C,60216,200,-908.99,R,6,83022,8,8,3.3751,0.033751
54,78,1,2,63,4.4072,0.044072,9,0,112117,6,5,169,10,B,120623,704,-880.57,R,7,60119,5,2,2.8821,0.028821
15,78,2,2,66,5.4024,0.054024,5,9,11117,0,9,438,38,B,100718,317,918.99,W,7,31618,9,5,6.7617,0.067617
25,37,2,7,66,3.8041,0.038041,7,1,21114,3,0,859,22,A,30116,329,79825.45,F,2,92716,6,6,3.2403,0.032403
32,98,7,4,66,1.247,0.01247,4,5,102117,2,5,39,15,D,21122,685,849808.38,W,8,111716,8,3,6.1941,0.061941
86,16,8,5,66,2.4906,0.024906,3,3,121823,4,7,478,97,D,92323,932,-795.78,O,1,61223,3,8,9.7593,0.097593
78,16,8,6,66,2.2725,0.022725,9,3,121216,2,0,34,23,F,52523,372,-5624.84,W,6,101116,7,3,8.2933,0.082933
85,57,8,5,62,6.8492,0.068492,1,9,31223,9,7,369,3,D,50120,201,-99988.18,W,8,51023,2,2,4.1372,0.041372
79,37,3,7,65,6.7101,0.067101,8,8,121817,9,6,256,96,E,52715,650,350251.25,R,3,123021,0,5,6.459,0.06459
82,98,8,4,62,9.3714,0.093714,7,3,21019,8,3,882,63,G,12813,274,-457757.57,R,0,112523,8,4,2.39,0.0239
26,16,9,5,60,3.4085,0.034085,6,0,72419,0,6,304,30,B,11016,635,523729.78,R,3,22513,4,9,5.3636,0.053636
8,98,8,7,68,4.7136,0.047136,0,1,110714,6,6,119,59,B,31615,245,1771.77,O,3,120320,1,7,8.2468,0.082468
41,78,4,1,65,8.3562,0.083562,1,0,21322,3,2,711,60,G,120222,187,2878.81,O,5,42621,8,2,3.3588,0.033588
50,57,9,3,68,5.2109,0.052109,3,9,72317,8,2,227,76,F,50720,150,-497.81,W,5,92915,1,6,9.6996,0.096996
58,57,9,5,63,4.1439,0.041439,0,9,61619,6,4,543,77,D,41617,881,27229.7,O,4,100822,8,1,4.5761,0.045761
39,37,4,7,61,9.8134,0.098134,7,2,123014,1,6,238,34,E,103022,316,-58074.75,F,0,41316,0,1,3.4592,0.034592
64,37,4,5,65,2.781,0.02781,7,8,32316,9,1,965,44,B,11319,339,-33807.34,F,9,42320,3,6,1.5074,0.015074
27,78,4,6,68,7.6012,0.076012,8,8,31313,5,5,346,32,B,40713,646,264.8,O,2,20317,3,7,3.6833,0.036833
4,78,4,9,65,6.6575,0.066575,8,1,101320,4,4,705,38,B,100715,195,-393.67,W,4,10615,1,0,4.556,0.04556
46,37,5,6,60,5.1129,0.051129,2,5,61920,5,6,855,7,B,41321,853,766344.38,W,8,60821,3,7,8.984,0.08984
65,78,5,4,68,9.9164,0.099164,5,7,100614,8,2,212,50,C,111318,973,-688.76,O,1,12014,7,8,2.343,0.02343
57,37,6,1,61,6.7464,0.067464,9,9,32620,1,5,412,62,G,42119,950,4756.9,R,3,93013,9,0,3.4648,0.034648
60,17,1,5,60,6.6675,0.066675,6,4,81316,6,9,146,72,F,92118,782,-127987.25,W,8,40414,9,7,7.8999,0.078999
13,17,1,6,61,5.9832,0.059832,3,5,122417,0,9,149,50,A,30217,654,196760.84,O,3,101019,5,7,6.9358,0.069358
63,78,6,5,60,6.119,0.06119,2,0,100113,5,8,860,79,D,72122,713,-9946.74,F,7,111921,6,6,1.803,0.01803
56,99,1,4,60,2.8006,0.028006,0,8,100415,7,9,133,4,F,50422,217,-9538.96,W,1,12516,2,0,1.2225,0.012225
43,78,6,8,63,5.1119,0.051119,7,5,81119,1,8,583,15,B,10116,536,-3735.5,W,2,61917,1,4,2.8901,0.028901
63,58,2,2,63,6.8314,0.068314,7,1,82913,8,8,145,49,C,122420,883,38534.62,O,7,101221,0,1,4.704,0.04704
57,17,2,7,65,4.1971,0.041971,7,9,80119,1,2,785,60,D,13019,320,-190.46,R,1,81714,3,7,9.2151,0.092151
95,17,2,6,62,6.5452,0.065452,7,3,72621,2,2,737,40,F,110321,669,38131.93,W,5,122521,5,0,6.9295,0.069295
48,78,7,3,68,4.3,0.043,2,3,80516,4,2,948,3,E,22916,172,30687.72,R,5,10313,3,3,8.4222,0.084222
37,99,2,1,65,6.25,0.0625,2,1,122121,5,8,272,73,D,112414,413,479.26,O,0,111321,0,9,8.355,0.08355
61,99,2,7,67,6.1216,0.061216,9,9,52218,6,6,984,69,D,32422,131,57743.49,R,4,81917,8,4,6.1342,0.061342
30,99,2,8,64,4.738,0.04738,7,7,20920,3,4,729,45,E,92013,179,3706.29,F,5,61819,8,9,2.7051,0.027051
24,99,2,9,64,8.1883,0.081883,3,0,31620,0,0,720,97,E,62922,238,693.25,R,6,112513,3,9,4.4267,0.044267
7,37,8,6,67,3.1974,0.031974,3,8,71015,5,1,838,84,C,22213,281,86642.74,R,5,92421,6,2,7.3704,0.073704
26,78,8,3,60,9.1165,0.091165,9,8,120215,1,7,669,82,F,91618,680,-786716.5,O,2,60713,8,7,9.7872,0.097872
38,17,3,9,63,1.7022,0.017022,7,6,100416,4,2,816,66,C,80316,536,-8781.8,F,9,121818,6,5,7.9443,0.079443
97,37,8,9,68,6.9868,0.069868,9,8,40716,1,5,145,39,F,102113,917,-423.37,F,8,121617,3,3,7.5637,0.075637
25,58,3,8,63,5.9083,0.059083,9,4,92117,6,2,328,10,G,20918,68,98578.89,W,8,110314,6,0,1.1845,0.011845
94,17,3,6,61,9.2657,0.092657,3,6,122621,4,2,991,96,D,60614,617,7084.73,F,0,111013,9,0,4.8012,0.048012
33,37,9,2,62,9.4572,0.094572,6,9,92817,3,3,96,24,E,111016,283,554181.1,O,0,21519,5,0,2.7806,0.027806
48,78,8,8,67,8.2342,0.082342,3,8,11019,0,6,31,72,B,20318,352,-26101.71,F,5,51015,0,2,3.7124,0.037124
60,17,4,3,67,6.3452,0.063452,0,2,92821,8,5,544,46,C,20316,904,9547.28,O,2,111623,7,8,5.7658,0.057658
87,78,8,9,68,4.6956,0.046956,8,6,82918,4,3,383,82,E,112121,583,-821.5,O,2,40519,4,7,1.18,0.0118
61,17,4,8,63,4.2976,0.042976,0,1,12121,5,2,813,27,F,51021,34,529921.14,W,3,103119,5,9,5.6437,0.056437
72,17,4,1,60,4.678,0.04678,7,7,40822,6,8,151,44,C,81814,448,89869.22,O,0,10416,1,7,7.5761,0.075761
94,78,9,4,67,3.2596,0.032596,0,8,102119,5,5,137,4,C,12318,132,34507.27,W,3,100521,1,1,9.9504,0.099504
81,37,9,9,66,6.503,0.06503,7,9,120422,1,9,873,38,A,101323,680,-762699.68,W,1,102115,4,7,1.4421,0.014421
23,37,9,6,66,4.5626,0.045626,7,7,111815,3,1,146,46,A,42113,774,994584.21,W,6,113014,4,4,3.6512,0.036512
94,17,5,3,64,4.5926,0.045926,8,7,90920,5,8,364,93,B,31120,575,8006.38,O,8,91215,6,3,2.6564,0.026564
86,17,5,6,68,7.6043,0.076043,8,2,91522,4,3,182,5,G,52514,77,279326.94,R,6,101519,7,6,6.9661,0.069661
64,99,5,3,60,4.5718,0.045718,5,6,81717,6,0,522,21,D,21018,770,-937.3,F,2,122015,2,6,4.244,0.04244
53,58,5,7,61,4.9422,0.049422,3,6,52323,1,4,747,91,E,82823,985,713.41,W,7,10316,5,0,8.8553,0.088553
74,58,5,9,63,7.3684,0.073684,8,6,110614,1,1,470,74,F,92522,584,708.2,F,2,112419,2,8,7.9165,0.079165
9,38,1,3,68,8.5455,0.085455,2,1,60713,9,6,968,15,A,110223,525,-899.45,W,6,102318,4,8,3.6856,0.036856
25,99,6,2,60,1.1132,0.011132,8,5,121016,3,3,448,21,F,90315,231,-16145.76,F,5,101313,7,8,3.7037,0.037037
62,38,1,8,68,8.9784,0.089784,8,3,72918,4,3,749,31,A,111215,834,-19257.13,W,9,82115,9,0,9.5761,0.095761
4,58,6,6,64,1.353,0.01353,6,0,111518,0,4,16,80,C,32621,993,497.65,O,3,61717,9,6,4.4364,0.044364
97,38,2,2,67,9.9004,0.099004,7,2,32622,6,0,329,21,F,90813,934,-486155.77,F,9,120317,1,6,5.1662,0.051662
54,99,7,1,67,3.1952,0.031952,7,9,121220,5,8,206,29,D,12413,436,-941264.29,W,4,122916,1,1,1.8223,0.018223
59,99,7,4,64,8.8944,0.088944,5,3,82821,5,6,338,46,D,70519,973,179683.5,F,1,70522,2,1,5.3763,0.053763
97,58,8,1,64,7.9055,0.079055,8,1,20717,9,4,78,16,A,92013,231,-366396.38,F,0,50214,7,5,9.428,0.09428
61,17,8,6,61,1.6494,0.016494,2,9,80517,4,7,78,21,C,120313,170,-22897.38,F,5,90923,2,4,5.1905,0.051905
77,58,8,3,68,8.8346,0.088346,0,6,12223,8,7,475,0,E,91313,457,-7548.47,R,4,112123,5,8,8.2255,0.082255
82,58,8,4,66,1.2342,0.012342,8,4,71019,2,7,824,75,D,70116,928,20307.63,F,7,70813,1,4,9.3419,0.093419
51,79,3,4,63,1.3648,0.013648,9,4,73017,1,9,947,63,D,20815,455,79988.7,R,7,50622,1,8,9.1901,0.091901
88,17,9,2,67,9.4747,0.094747,1,5,60214,4,3,530,42,C,72516,483,6278.44,F,6,120922,1,2,9.7006,0.097006
35,38,4,2,60,1.9421,0.019421,8,9,122115,7,5,81,60,D,110715,190,2453.19,R,7,21218,3,9,7.2047,0.072047
82,79,3,9,63,6.766,0.06766,9,6,102418,9,8,690,61,B,41222,700,114.89,O,5,111423,1,7,1.371,0.01371
57,58,9,2,62,1.1321,0.011321,8,9,102518,9,9,914,45,E,30719,799,892713.46,F,8,91221,3,3,7.3585,0.073585
52,38,4,5,63,5.4789,0.054789,6,2,51515,9,7,77,72,F,50322,791,9340.2,F,1,20616,4,3,7.591,0.07591
51,79,4,1,66,2.332,0.02332,3,5,31013,4,2,643,49,F,61121,381,-49007.44,F,4,122314,2,6,4.403,0.04403
4,58,9,4,68,7.1249,0.071249,7,6,80717,3,2,185,88,E,112514,538,-773.85,F,2,41020,4,6,8.1661,0.081661
49,99,9,3,66,8.2076,0.082076,7,7,101422,6,2,764,29,B,71217,956,492.72,R,0,30715,2,1,2.4366,0.024366
63,58,9,8,62,7.1623,0.071623,7,5,40815,8,9,620,40,G,10618,251,-3422.27,W,8,11414,9,8,6.5232,0.065232
9,99,9,5,62,3.1701,0.031701,0,8,102817,9,5,606,99,F,82421,724,-2960.52,W,4,122820,0,1,7.3059,0.073059
61,38,5,6,61,2.5958,0.025958,8,4,111823,9,4,450,68,G,71715,320,-972283.1,O,9,62914,5,4,3.2158,0.032158
2,38,5,9,66,5.843,0.05843,8,9,121020,4,5,736,52,E,51819,444,3495.35,W,5,92620,8,6,6.5357,0.065357
7,18,1,2,67,5.3697,0.053697,6,3,12914,2,0,196,89,E,91018,767,-271622.44,R,3,40420,0,8,3.5878,0.035878
31,18,1,3,62,2.8307,0.028307,5,7,71120,9,5,376,73,D,123020,875,-49416.58,F,1,120821,1,7,4.47,0.0447
48,79,5,7,61,5.8667,0.058667,3,9,11219,8,4,670,60,F,102213,956,897906.39,O,0,40313,2,4,6.8306,0.068306
59,59,1,3,62,1.734,0.01734,7,2,12323,9,4,430,96,E,72022,414,-322615.35,F,6,90913,7,7,5.1046,0.051046
84,38,6,9,61,1.5508,0.015508,3,0,82718,8,1,345,89,C,120619,562,-80537.98,R,5,61022,1,1,4.7289,0.047289
74,38,7,2,63,5.683,0.05683,0,4,50413,7,4,548,65,F,31621,697,-3174.55,F,9,122721,8,5,9.5889,0.095889
49,79,6,8,61,6.9027,0.069027,8,1,20313,2,7,436,32,D,90822,260,274029.9,R,1,82415,3,8,4.5684,0.045684
83,59,2,2,67,5.4742,0.054742,0,7,61114,7,7,291,46,E,100320,920,20716.28,R,4,102717,3,2,3.4906,0.034906
66,59,2,5,64,7.578,0.07578,0,6,41914,9,6,338,14,E,11922,923,-3256.66,R,4,51220,3,2,3.1989,0.031989
68,38,7,7,60,4.5082,0.045082,3,0,30320,7,4,597,52,A,10316,269,-316.9,W,3,30116,0,6,4.1769,0.041769
12,79,7,6,61,8.3161,0.083161,3,8,90318,7,2,790,25,F,60517,107,30102.42,O,5,102621,9,0,6.4234,0.064234
86,59,3,2,64,4.1022,0.041022,0,9,42323,4,4,854,38,G,100113,942,-851124.25,F,5,121517,1,3,9.5747,0.095747
58,18,3,7,64,3.4833,0.034833,7,1,80519,5,4,437,33,G,20823,797,-989.97,O,6,112920,2,2,9.1386,0.091386
98,38,8,9,61,4.691,0.04691,5,1,92913,3,8,474,96,E,122918,825,1324.58,F,8,90218,9,2,1.911,0.01911
69,59,3,8,62,8.5848,0.085848,4,0,71122,6,0,704,49,B,20317,175,-548.57,F,4,102215,6,8,7.6831,0.076831
78,59,3,9,66,3.4901,0.034901,9,2,61114,2,5,153,9,E,70215,984,943752.53,R,0,13018,4,3,3.225,0.03225
63,59,3,7,62,8.5183,0.085183,8,9,60414,6,9,100,40,G,21116,524,386297.46,R,9,53115,7,3,3.1158,0.031158
96,79,9,1,63,2.1105,0.021105,4,8,71116,5,6,262,38,B,90618,586,-505.2,R,6,21822,6,8,6.959,0.06959
37,38,9,6,64,5.1711,0.051711,1,8,33014,6,2,535,11,E,112523,31,3888.84,R,0,10113,7,2,8.8571,0.088571
4,18,5,2,68,9.19,0.0919,0,1,41013,2,1,226,78,E,91418,838,-13627.52,O,8,21222,2,0,1.8111,0.018111
9,79,9,9,64,4.4848,0.044848,6,2,92919,8,9,367,86,D,21323,456,557495.15,O,7,40822,9,8,8.2662,0.082662
5,59,5,4,68,6.3724,0.063724,0,3,121519,9,0,234,88,E,10123,303,-18817.97,O,9,81219,4,0,4.1993,0.041993
72,18,6,1,66,9.7409,0.097409,7,4,51818,2,9,6,90,A,52023,227,478.67,R,7,52416,7,7,4.802,0.04802
15,18,6,3,64,7.1734,0.071734,9,0,52019,8,0,795,86,G,81320,126,-13176.85,R,8,12018,1,5,6.2601,0.062601
96,39,1,1,60,3.7526,0.037526,9,6,22819,6,7,33,63,D,92122,913,-864473.62,W,5,51614,5,0,2.3825,0.023825
2,18,6,8,66,8.7352,0.087352,0,1,72222,9,5,187,98,G,21216,574,-46492.5,O,8,90515,5,1,8.3486,0.083486
12,59,7,1,63,5.5422,0.055422,6,0,80618,1,9,176,52,F,51123,35,772803.82,O,0,41413,7,1,3.1265,0.031265
89,18,7,6,65,1.2742,0.012742,8,8,70313,0,6,103,76,A,80413,883,-30388.39,R,1,22315,7,9,5.5024,0.055024
96,18,7,9,65,1.3433,0.013433,3,3,81617,5,3,459,18,B,60922,204,-172334.63,O,8,62516,5,9,3.2406,0.032406
97,18,8,4,67,6.311,0.06311,9,6,102021,8,6,635,62,F,91022,688,-8416.64,F,6,60313,1,3,7.4555,0.074555
51,39,3,5,62,6.5709,0.065709,9,9,31818,2,7,517,15,C,60414,495,884701.38,F,4,51714,2,3,6.2096,0.062096
88,18,8,8,68,3.1281,0.031281,0,8,72114,4,4,713,46,G,31919,11,-20216.62,O,5,22713,0,6,5.5853,0.055853
55,39,3,6,61,1.58,0.0158,8,5,111417,9,9,789,85,B,11516,977,-338967.3,R,4,102515,4,1,2.6583,0.026583
89,59,8,9,60,4.6879,0.046879,4,1,60519,5,7,714,37,G,10817,551,-423.14,W,3,50722,5,5,5.4,0.054
28,39,4,5,60,9.8273,0.098273,8,8,30123,5,8,125,53,C,102619,957,-503887.91,R,6,110414,8,5,8.4472,0.084472
93,19,1,2,67,3.1775,0.031775,3,9,20917,1,0,73,3,F,50317,809,4484.8,F,7,80721,2,7,3.3,0.033
37,39,6,3,68,6.41,0.0641,2,3,102522,3,5,338,68,A,42422,81,-320587.25,O,8,121522,2,3,6.6257,0.066257
78,19,1,6,66,3.5246,0.035246,7,1,71218,3,2,504,80,A,20220,202,-983419.4,W,5,41323,3,7,7.8007,0.078007
50,56,7,3,68,7.8926,0.078926,5,8,81822,0,2,264,2,A,100416,3,21099.7,W,9,50616,1,0,4.1211,0.041211
18,39,7,4,68,5.8226,0.058226,0,9,60118,1,9,462,89,B,100616,623,-99156.2,O,9,51322,2,5,9.6269,0.096269
41,39,8,4,65,7.4289,0.074289,5,4,20822,2,6,317,37,F,80415,879,725426.54,O,5,12013,4,5,4.2463,0.042463
85,39,8,8,64,3.8803,0.038803,9,3,22417,2,3,206,51,C,122819,733,-963.77,F,0,31821,7,0,9.8503,0.098503
64,19,4,7,66,1.5799,0.015799,7,1,42720,9,2,244,95,E,121320,437,-545856.54,F,1,60513,4,2,1.625,0.01625
71,19,4,9,68,3.9374,0.039374,7,4,71115,8,5,680,80,C,32720,58,-51355.9,F,8,91319,9,4,9.2133,0.092133
28,19,5,1,61,9.1562,0.091562,7,7,42417,0,5,726,63,G,102018,750,8604.9,F,4,41719,3,3,7.5062,0.075062
14,39,9,9,64,3.9984,0.039984,5,0,71413,4,5,811,43,F,70619,606,-348.6,W,0,93022,3,7,6.6193,0.066193
63,19,5,3,68,5.3074,0.053074,0,0,101119,7,8,83,84,G,122417,282,918.11,F,3,62414,7,7,1.6216,0.016216
68,19,5,6,62,6.7652,0.067652,6,2,122414,6,4,784,43,E,110314,511,-45220.73,R,3,121315,2,2,7.8439,0.078439
51,19,5,8,64,2.103,0.02103,7,8,30415,2,6,912,81,D,50222,320,-221.17,F,7,121719,5,1,4.2927,0.042927
82,19,6,4,62,4.295,0.04295,6,1,122021,3,9,327,67,B,71123,60,-745.8,W,1,62218,7,1,4.3401,0.043401
52,19,6,7,65,5.6366,0.056366,9,8,32414,8,1,435,59,D,12619,132,-4948.51,F,1,90217,8,5,1.932,0.01932
71,81,1,5,66,1.1599,0.011599,1,4,12420,1,4,356,37,F,13117,937,7696.9,F,9,120417,3,8,3.1072,0.031072
7,81,1,9,68,8.75,0.0875,9,1,11315,5,4,198,37,A,110519,891,260.22,O,0,80214,5,8,5.6334,0.056334
82,19,7,6,68,7.2277,0.072277,4,4,73114,2,4,70,6,G,102914,428,-967.1,F,9,122422,4,5,4.8912,0.048912
43,19,9,1,66,8.3604,0.083604,8,6,122723,0,6,985,37,D,100320,47,279219.8,F,5,41419,5,5,5.7494,0.057494
62,81,3,6,63,3.1723,0.031723,1,3,112320,2,1,173,58,D,111516,703,373.29,R,7,52015,0,6,6.5602,0.065602
76,81,3,7,62,9.9015,0.099015,0,4,102921,8,4,36,44,A,42617,367,35186.65,R,5,41013,3,4,3.3933,0.033933
21,19,9,6,68,6.7055,0.067055,9,7,81219,2,6,641,70,G,80315,930,62185.57,W,9,20816,9,8,8.571,0.08571
51,81,6,5,63,1.2909,0.012909,8,2,100317,4,3,853,83,F,52920,443,-2728.56,R,4,41520,1,8,1.5852,0.015852
21,81,6,9,60,3.8256,0.038256,2,0,50623,6,3,401,64,G,41120,943,38189.56,R,0,52222,3,7,6.2159,0.062159
22,61,2,3,62,4.6326,0.046326,2,8,42114,1,4,617,58,D,42023,37,-3813.23,O,8,40119,5,7,6.6434,0.066434
21,61,2,4,66,1.7,0.017,3,4,33119,5,4,959,58,A,32614,515,-535532.27,W,7,32319,9,5,2.7947,0.027947
37,81,7,2,68,8.2389,0.082389,3,8,100823,8,3,311,78,C,12320,227,879711.8,F,2,80718,3,1,1.435,0.01435
11,61,2,7,63,1.1159,0.011159,1,5,101923,9,4,9,21,C,70422,991,-43484.22,O,5,13117,0,5,6.3231,0.063231
93,61,2,8,61,4.8877,0.048877,3,5,71215,4,7,253,99,C,52621,508,164919.53,W,9,42923,1,0,5.8738,0.058738
2,81,7,6,63,3.957,0.03957,5,9,20317,0,0,452,21,C,21218,615,-681650.7,O,1,50915,6,1,2.42,0.0242
58,81,8,5,60,2.3025,0.023025,4,8,91822,8,0,149,28,A,20714,113,273036.32,W,4,11517,1,3,7.8427,0.078427
64,61,3,9,62,7.4017,0.074017,5,2,52918,2,8,888,36,G,52920,890,743365.36,R,8,81116,5,0,7.8903,0.078903
3,81,9,1,67,8.5011,0.085011,1,3,22218,0,8,449,22,D,73123,568,15457.3,R,0,10519,3,1,7.366,0.07366
