FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,LN-NBR,TYP-PLAN-CDE,WRTDWN-AMT-SCRD-RE,WRTDWN-AMT-NOT-SCRD-RE,BEGNG-MKT-VLU,ENDG-MKT-VLU,NET-RECVRY-VLU,POTL-RECPTR-AMT,RCVB-AMT-DUE,RCVB-AMT-PD,DTE-EFCTV,DTE-MTURTY,DTE-LST-CSH,DTE-FNL-PYMT,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-TRNSCTN,EQUITY-SALE-CONTR,APPLTN-CDE,FULLY-PD-CDE,FNL-RCVB-CDE,DTE-SALE-PROP,DTE-COMPLD-SRVCG-APPLTN,ASSTNC-TYP-CDE,DTE-OBLGN,CR-APPLD-NONCSH,DTE-LST-NONCSH,SUSP-CDE
72,9,5,30,3,-46986.36,69282.96,49914.43,45779.95,-89630.6,77523.21,12954.48,-65300.49,121413,120743,52923,123142,12516,78,51,3,C3,3,70321,51221,144,10618,22592.57,72813,7
11,5,2,89,1,-29415.04,37428.87,-24880.17,91662.35,6335.33,-15955.42,-24768.35,98862.52,80814,80524,51323,83124,20421,4,61,8,D2,1,111117,100418,107,12913,-80331.66,20918,6
11,5,7,28,5,98285.75,-25864.82,-92974.24,86756.35,-68768.02,66245.74,68659.19,41332.61,100312,92832,52523,93032,21717,3,1,0,J6,1,60413,61219,189,110621,-81436.62,61916,8
93,5,3,91,2,70312,-56495.37,-91889.91,-77029.19,-71188.58,-58586.49,-79445.85,51668.75,121712,121232,50923,123131,81722,52,68,F,E9,5,91622,21122,117,82518,-33520.58,70222,4
93,5,4,54,6,70506.49,30849.67,14182.91,82871.12,-72508.65,-88485.05,19587.29,-73142.38,111813,111333,53023,113033,10514,44,56,0,F5,2,60217,70821,188,52316,-71014.56,111222,6
32,1,1,80,0,16141.9,-36649.47,54269,-34235.22,46001.04,12700.61,34482.87,5331.04,11810,11330,52323,13130,90516,60,89,Q,Q5,7,22521,91223,199,51022,-65624.28,42719,8
11,6,4,56,9,51434.5,94403.22,17982.38,-65927.9,-23258.62,-1426.7,406.81,98467.18,92513,91843,50223,93043,10722,11,26,X,C4,2,22918,101815,199,42617,56049.47,22813,3
93,6,1,52,7,-25441.74,-71856.7,-88620.13,-33609.21,92875.26,543.78,-34366.4,24600.58,40611,40131,52923,43031,111220,18,96,Y,Y8,9,22122,111822,130,32520,15832.01,102017,5
73,1,8,97,8,84458.07,-94103.06,-56060.26,63475.29,7702.48,14246.1,-38625.47,18072.32,40513,40323,50823,43023,32614,39,88,F,J8,9,80714,20415,122,92218,-96198.51,121613,0
93,6,7,56,2,-24240.64,-3485.26,7047.18,49417.59,-73662.17,14263.26,36973.89,-36093.85,53013,52343,51023,53143,20521,86,6,D,E8,5,42813,110214,178,103022,98116.37,122417,7
93,6,8,56,9,56909.36,1482.42,35330.45,-96876.03,21038.21,-46283.87,28245.81,48850.86,40611,40321,50823,43021,111814,82,7,0,T1,8,21418,42423,180,83016,-34175.87,12017,3
32,2,6,18,1,68038.11,-2485.99,13234.19,-23379.5,92093.85,46610.15,-76663.96,72325.26,112212,111732,50123,113032,10321,25,22,G,W3,1,12222,62820,199,120713,-9426.16,90617,1
32,3,2,59,1,92879.84,-20800.86,19022.97,56487.98,-507.98,91705.49,-26053.37,75190.39,121710,121420,51923,123119,21818,53,46,S,B6,2,62821,80920,195,80915,95477.08,12823,1
11,8,5,41,5,-57300.91,85043.9,-64983.37,63804.61,59981.77,-57110.72,44586.3,-50798.58,12810,12620,51123,13120,102617,96,63,O,M2,9,30522,90621,131,92518,8882.51,50922,1
32,3,5,83,5,8079.8,-92662.12,-31460.6,48949.02,21169.2,-23910,-27499.68,-86449.62,22411,21641,51823,22841,102019,72,50,9,T3,2,32118,62719,162,22120,-2267.52,51223,4
73,3,3,49,2,-68978.27,76924.94,-21668.87,-33141.38,-77776.89,-32906.58,-66874.44,-13563.31,102414,101644,51723,103144,70819,95,86,C,D2,9,90815,90822,111,10514,97025.8,91521,2
11,8,9,36,6,44475.07,3571.66,5746.91,86244.36,-80842.69,8351.07,60529.28,-34370.41,70314,62834,50523,63034,40121,44,63,5,O2,8,12415,111015,148,51320,57662.6,71013,6
52,8,9,18,3,958.85,2885.15,-6720.92,-65960.83,59409.34,56387.34,-67946.78,-10032.05,71614,71324,51423,73124,101719,20,8,3,Q8,5,32016,82616,132,51018,21055.81,82421,3
11,9,4,29,4,-47833.39,-84828.15,58522.21,-73370.97,96548.45,31924.04,32839.84,14598.11,110114,102924,51723,103124,31417,26,89,D,Q1,3,92617,111923,117,11519,22228.79,40618,9
32,4,3,55,8,90814.46,14315.88,-96783.97,48100.93,3.91,-4186.6,79980.83,-78292.86,11710,11520,51023,13120,102117,80,43,J,T6,9,81615,82521,163,120319,54959.16,100119,2
93,8,8,14,8,11998.04,-54872.79,80238.91,-44225.99,98299.16,63653.19,-9231.29,-80676.32,80613,80423,51723,83123,30822,32,95,K,J6,7,42116,42414,161,41617,-77876.29,21421,4
32,4,6,44,4,-55324.16,78745.54,-33768.33,89575.89,1570.93,60727.65,-28220.17,32184.27,72614,72134,51223,73134,33114,95,9,4,S3,3,72323,120414,145,43114,60979.28,90913,3
32,4,7,97,0,15486.37,75040.86,-81025.66,22455.67,-25728.51,37664.54,17711.46,94924.85,41211,40731,52723,43031,82616,50,83,P,S3,9,43013,91123,171,61521,-7502.76,110920,1
73,4,5,50,7,-74758.18,86450.54,34951.79,-82157.96,-74163.55,2200.93,82669.75,-96287.77,12011,11531,50623,13131,72519,89,36,1,Y3,8,71816,32215,171,61314,26199.47,81718,0
93,9,4,34,6,-62170.66,3506.34,-2785.44,-80699.98,-47786.46,-21284.63,-61602.35,-93097.6,70714,70424,52723,73124,21217,82,31,5,D9,7,111517,101823,135,20422,39700.2,50222,0
73,4,6,7,7,-21002.35,-36201.13,-49884.09,-84160.39,66634.36,87699.68,74631.25,-79219.47,10814,10144,50323,13144,11418,47,84,T,Z5,7,41815,122518,186,70521,6333.33,21420,6
93,9,8,74,8,-88877.03,-11426.04,71952.77,18483.26,33056.21,9483.49,1910.42,-68158.21,71110,70820,51623,73120,82122,28,53,7,G3,2,51517,32214,175,51521,26743.54,80917,4
32,5,4,8,8,86611.25,16858.41,-81915.82,19753.29,-94775.6,30969.18,93902.33,46147.43,32513,32323,52423,33123,52614,77,81,P,V0,8,33114,122514,122,41322,49240.2,101620,7
32,5,5,55,4,35265.17,3037.15,-48036.24,11248.66,59720.62,-62979.06,-39155.73,-89446.34,112810,112330,51423,113030,90818,71,24,V,Q1,4,72117,31817,106,32318,74256.91,21920,4
73,5,4,23,4,20887.9,48366.84,-36907.04,-51138.24,20185.98,-93780.7,-91702.77,-59171,30814,22944,52223,22944,122822,18,13,0,L1,8,62519,60221,130,70915,38926.68,63021,5
73,5,6,80,8,26069.51,58990.94,96686.96,44249.65,74606.37,-22742.16,-93114.69,-58503.77,72411,71931,50123,73131,122114,61,86,G,Y4,2,81021,72420,187,100921,40699.77,60313,4
12,1,3,95,7,-3807.57,-37285.69,9707.18,-16919.97,-50285.95,52242.96,54246.36,36195.42,120710,112940,52623,113040,52413,61,65,P,F7,7,21018,32820,156,21922,35249.5,92119,0
73,5,7,49,6,16668.18,87386.16,26542.8,-25379.64,99626.5,53134.04,83533.36,-8369.52,10711,123040,50823,123139,81221,54,91,G,P3,3,92816,93120,100,60717,18017.52,50821,5
32,6,3,12,5,1027.88,-2074.76,45575.24,-32382.59,62791.61,67868.8,15526.57,-59731.94,51414,50644,52623,53144,21615,40,96,V,Q8,7,32220,103015,127,110219,17835.4,51018,5
12,1,7,2,8,62414.18,26009.34,20793.91,-5566.73,75624.89,-15470.2,32497.05,75224.14,110113,102733,51923,103133,101516,8,70,A,F3,6,60618,20423,109,80623,-48358.79,73018,8
32,6,6,95,3,-11568.06,-34666.01,-91408.04,19125.99,61820.75,3398.53,-63850.2,-76927.24,51213,51023,52223,53123,21416,80,61,Q,T0,6,112218,10214,134,40817,33966.28,91115,6
12,1,9,4,4,-89235.58,-59260.21,19190.31,-3104.9,89991.42,-64587.07,82839.03,7897.31,110412,103032,50223,103132,91116,57,13,A,H3,6,30421,81322,185,113015,-57656.76,12517,9
94,1,2,61,7,-21935.36,48932.57,-71331.85,-48426.05,-61800.53,-50893.32,18452.07,-63913.5,90511,90221,50123,93021,42215,10,35,2,Z0,3,40919,121913,174,72321,-92594.46,91513,8
32,6,9,49,4,-31273.05,-48302.73,-64376.13,-73847.71,42016.76,1769.6,8917.16,-52832.85,11111,10631,51923,13131,111316,35,55,W,N6,3,83118,20823,125,52420,9.81,23121,3
73,6,6,48,6,74504.87,-12663.77,23498.09,-26009.41,5540.88,-67876.29,71639.88,-95465.94,120412,120222,51523,123121,62815,78,64,Y,P6,3,70721,32614,150,62118,-23766.05,111423,3
94,1,1,35,0,41239.56,-12444.39,-51821.8,65581.64,-49158.53,67791.85,9819.92,23375.6,111910,111430,51423,113030,43015,16,53,5,D8,6,80419,12513,125,110213,82666.79,52216,3
73,6,8,76,0,-14610.86,38844.76,2226.47,75123.85,35619.39,-8407.64,67996.84,-19663.31,30212,22632,50123,22932,32213,37,76,W,B7,8,121714,93113,188,80919,63212.34,10817,1
32,7,2,54,7,-5734.19,81852.38,-52738.46,-15.48,83195.87,76646.31,-73757.68,41725.37,10910,10240,52723,13140,32513,35,63,L,U2,3,91315,101415,159,112116,64185.74,82322,0
94,1,4,3,2,-42174.53,89142.99,-65722.99,-8669.38,47851.31,51500.88,-72911.56,-56794.18,122513,122033,51223,123132,71018,11,92,8,Z3,1,90719,61022,171,10920,55687.46,42822,5
73,7,1,78,4,-30747.27,28461.51,-41858.47,-57373.52,-3053.82,-17053.03,13977.68,54614.65,91710,91230,52823,93030,60517,12,58,8,T0,4,20419,61719,165,110919,-85604.57,51316,4
94,2,1,98,8,-48094.01,-70029.46,54817.15,-64951.52,-99118.75,90081.09,-77505.13,-3219.91,41713,41043,52223,43043,60522,45,10,5,Y4,2,100215,90720,153,41221,31208.1,40822,4
73,7,5,78,0,76732.1,-78926.98,56043.9,32409.64,-51410.88,-13482,67035.63,22831.23,22211,21921,52823,22821,61020,3,48,O,Z2,8,20222,50622,197,100416,92862.3,52022,6
12,3,1,67,7,78772.54,77821.71,-86755.79,-41261.06,-37028.85,-79952.14,-69160.24,79430.03,71510,71220,53023,73120,81215,49,25,P,K4,7,70813,80122,138,70713,-96570.24,20817,1
32,8,1,72,6,-10981.01,-55605.7,-53032.02,26960.09,-47141.89,-61923.07,-44090.45,-85804.95,80712,80522,51823,83122,82314,77,30,G,R3,7,112619,72419,200,61220,53465.02,22115,9
94,2,6,57,0,85560.39,36277.24,35844.75,-50112.63,9523.54,-77058.58,-80492.2,-69542.24,51110,50340,52323,53140,51920,73,17,A,V3,2,72921,80123,195,92523,-38342.69,111019,0
12,3,4,17,7,-67554.8,21975.55,-37752.97,62933.39,71663.49,-98242.33,-99007.87,95150.15,81914,81434,51523,83134,91814,94,76,G,F8,3,21023,11016,200,120215,-79539.06,112618,1
32,8,4,81,8,96783.26,-92113.77,-28341.1,-84588.16,-83381.71,-87573.53,55983.28,73913.09,92614,92134,51023,93034,60418,72,14,X,M9,8,51415,11122,157,23119,-20632.25,22221,2
12,3,6,62,3,60939.87,-77035.57,-61807.6,29143.35,61359.11,-43650.63,-46590.6,-12846.41,41113,40923,52723,43023,80713,44,8,L,S2,6,100523,72821,176,50517,-97299.13,72619,3
32,8,8,1,2,21539.11,-34823.52,74534.79,42860.21,75968.41,43233.79,-96634.81,70028.8,70312,62642,50423,63042,71519,18,80,G,Z0,1,52813,91720,197,111613,-89805.71,61422,2
32,8,9,36,1,30621.66,83594.75,-74695.39,-44953.51,-6488.32,-39732.9,67566.54,37224.07,52612,52422,52823,53122,122022,65,45,I,D4,7,90714,21323,147,61921,-37917.5,30421,6
12,4,3,99,5,-48157.8,-44336,31470.01,-99656.92,-96100.7,21404.41,-18418.95,30049.04,70714,70234,50123,73134,92817,13,59,E,L0,1,30922,31723,194,100318,-62933.55,11218,5
73,8,9,82,4,-89629.13,84983.89,-90927.78,6079.87,25630.5,-53103.57,2523.76,28426.7,72414,72124,52223,73124,102615,28,6,2,G2,9,10214,40716,129,102920,-69612.08,102518,4
73,9,3,4,1,-4170.33,-54774.29,67197.53,-92715.94,91082.66,1157.31,-85024.93,-53894.71,11411,11121,52023,13121,11016,92,43,X,M9,7,111917,80314,167,71718,-70719.01,91018,5
94,4,2,40,1,-44921.25,70874.09,37458.83,28572.86,-23163.77,74973.55,89983.4,42604.67,100212,92732,52323,93032,50522,25,72,2,F6,2,20418,80621,196,21323,-48268.12,62822,2
53,4,7,63,9,71985.65,77521.83,-48331.6,-50623.84,-54882.75,48522.94,-60405.54,32147.12,22412,22122,50523,22822,122214,59,22,Z,C7,8,122114,73116,161,102415,-51082.6,32422,6
53,4,5,97,5,-628.78,4474.57,12945.66,-75360.1,2987.25,35789.71,64969.62,-42126.42,50512,43032,50923,43032,72618,25,24,V,L2,1,70921,82317,129,61722,26794.63,42113,6
32,9,8,77,2,-42402.32,83808.24,-10393.98,15171.83,-90123.95,-77805.7,92072.06,72990,20212,13022,50923,13122,42115,48,29,8,F2,1,82119,43023,117,71118,-8075.29,102616,5
53,5,4,76,6,43166.17,-33387.6,-29272.7,-62100.27,42290.33,24527.7,79695.25,22915.22,22311,22021,50823,22821,91619,25,12,S,T3,7,120615,52119,154,33120,-14717.85,60221,9
12,5,9,10,8,24234.18,-66526.4,82500.83,-97011.6,-89077.81,-15191.22,-20946.01,19420.61,70313,62833,51523,63033,33115,45,61,C,T0,7,12317,31620,136,122320,42712.99,21513,2
12,6,3,32,8,-24902.42,-90710.58,-57834.37,-79150.98,-24362.69,6437.27,18124.95,-43473.04,71213,70543,50223,73143,42120,99,68,9,B7,6,20215,32516,135,92221,-85703.14,102322,6
12,6,7,25,9,-97712.16,68134.72,-2440.02,-75140.44,-11076.14,-35964.02,-41416.6,71244.58,50512,50322,50523,53122,22916,90,1,C,H7,1,31021,121323,159,91421,-49473.63,92313,0
33,1,5,61,0,98474.46,-3123.04,-93344.72,-15922.59,68357.66,-30540.8,-6795.92,-39410.77,91612,91422,51123,93022,100414,70,33,Z,J2,8,63121,80520,114,72816,12866.65,90817,4
12,6,9,81,7,46775.57,19169.47,67269.11,-58421.26,-77291.61,6924.99,-85478.63,75499.6,70212,62732,51723,63032,22018,50,70,A,U5,5,120217,121923,100,21015,-94508.27,92919,5
74,1,6,71,6,95088.44,-20472.59,-37593.91,-85947.49,-29752.5,96348.25,16454.73,-4749.95,110712,110522,50923,113022,110716,49,67,H,L0,6,50715,112220,156,83113,70632.11,12222,0
53,7,2,52,7,58717.51,88285.1,51750.22,-3668,72641.85,56542.4,60942.16,-54425.85,42013,41343,50523,43043,72816,12,84,7,G6,9,40723,32314,148,120822,-77002.98,113122,1
94,6,8,97,8,31932.95,45201.6,-54431.09,-32918.37,70876.79,20103.24,23566.19,54.46,121910,121620,51223,123119,72615,19,8,H,E5,1,80619,62917,156,100215,3597.78,52419,5
12,7,8,94,7,-50370.51,-44108.73,71792.62,-84698.19,-21593.47,-15892.88,19911.77,-72331.22,72910,72620,52123,73120,90615,36,82,6,P2,3,51617,121515,147,92023,87336.51,41423,9
53,7,3,5,1,6289.99,-26346.45,18251.54,869.41,62463.9,63059.64,39287.62,-80846.13,81411,80931,50123,83131,41720,76,25,B,O7,6,52019,120518,116,100220,-54233.84,21623,9
33,2,9,49,9,31834.46,42370.87,53914.47,-13621.15,-42776.33,-97329.6,-73214.66,6949.36,31411,30931,50723,33131,30516,81,82,D,O3,8,100423,12321,191,90618,49847.87,100218,6
74,2,7,94,3,36450.77,-7230.96,-39523,2335.34,78782.19,30497.35,20725.19,26786.2,121710,120940,51623,123139,61617,86,20,4,A2,1,92920,112320,155,90513,-89880.04,40917,4
33,3,3,33,7,-8524.05,54272.81,-8755.73,55446.15,79551.22,1296.82,-76411.7,-85443.09,61714,61234,51823,63034,102115,82,54,L,P0,2,41017,10723,109,22922,-60430.88,41313,8
94,7,7,94,9,-45254.16,-61320.97,-82609.8,-62260.25,-39818.58,76752.47,70414.11,-41797.19,41813,41333,50323,43033,50713,27,26,F,R7,3,122420,20722,146,72216,-80617.43,110621,7
53,8,3,77,4,2086.27,93341.86,65763.2,-10480.56,56611.44,8909.54,63248.85,-44801.81,102313,102123,51723,103123,53115,95,53,9,J2,8,70113,32819,120,92123,79245.03,112113,5
74,3,2,51,4,23539.52,21850.28,-31819.58,50578.09,61471.15,13697.09,42976.46,-55699.32,91210,90920,52523,93020,82417,76,53,I,R4,3,40316,111513,144,22822,54117.38,31322,1
33,3,7,63,9,88704.18,-95635.6,-60223.56,-68228.96,97932.96,-67777,60647.18,-83668.93,22613,22133,52223,22833,80919,21,24,Q,K9,3,80420,102322,129,12213,-98046.26,62717,3
94,8,3,77,1,23175.61,58249.32,-73415.14,-43440.82,56097.94,-36417.87,-17809.54,-16100.21,41612,40942,50423,43042,110417,97,22,6,Q0,4,40422,42022,102,122113,75569.97,42721,1
53,8,8,9,3,58339.53,-30553.55,48997.11,-24480.43,-70093.43,-6881.6,5957.05,-66188.44,61410,60930,51523,63030,100218,35,11,S,Z3,4,11715,31123,148,70521,8533.2,41119,6
12,9,4,51,1,-32629.95,99023.05,11880.87,-62316.16,74806.99,-71873.73,9297.62,57449.47,92513,92323,52123,93023,113015,82,26,I,I3,6,11217,82721,192,82722,-39549.28,60422,6
53,9,3,56,8,-77628.89,4541.1,64733.89,-93385.35,25300.23,82011.82,89498.36,39435.94,91114,90634,50423,93034,10322,80,49,8,C8,3,72721,100718,155,41721,73656.15,51714,9
94,8,9,41,5,97462.37,-83422.33,10966.63,56813.66,94898.45,37576.02,-21031.77,-72559.64,121711,121421,50923,123120,70916,25,88,I,L1,3,71319,22014,197,70318,-52945.61,81015,9
33,4,9,22,5,14556.62,-39654.11,-4664.22,-42431.05,93297.65,-28976.49,30705.64,6548.55,71414,70934,51923,73134,41313,89,51,5,T2,4,120317,72423,127,111821,-63869.29,92417,4
94,9,4,41,4,46143.48,77852.62,16314.91,15651.47,-67359.05,-96605.81,-65529.17,-61199.69,10411,123030,51723,123129,11313,17,20,5,T5,4,70416,71523,154,53014,-82172.91,42818,1
74,4,8,27,7,-59041.29,-32559.18,76208.68,91606.42,27718.68,-91061.66,-75106.62,-61518.74,11212,10732,52023,13132,22019,13,37,Y,J0,5,90417,102513,166,40323,18971.04,81915,3
74,4,9,66,8,82736.85,55480.68,-65511.29,62140.33,-54315.45,-20841.6,-35016.97,-84517.64,122414,121934,50823,123133,121015,65,14,A,H4,4,62020,31316,156,121123,-47260.04,20219,8
33,5,3,1,0,-75946.28,-81003.99,-46307.34,-50717.98,-38128.8,-34273.03,-48080.35,22843.24,112813,112333,51723,113033,92522,78,81,A,S4,4,90416,31518,180,61916,-57668.13,23015,3
94,9,8,13,7,37544.98,-46991.09,-12737.16,-57988.51,-3724.96,-38279,89607.19,-10198.69,32614,32324,50923,33124,32521,64,88,5,W9,1,41515,90216,180,101417,27759.51,100923,7
74,5,4,89,2,10556.72,80357.57,36699.36,-20564.73,-96071.39,-9751.56,51697.76,-28366.04,12413,12223,52823,13123,52821,5,36,5,V6,3,43020,31316,199,40817,338.56,12714,2
13,1,1,72,2,-87048.87,-25665.1,-14057.61,35294.18,37832.04,57515.73,-60989.56,16833.62,21613,21423,50523,22823,72218,28,22,2,A1,6,111620,122813,149,51114,-7148.96,92923,6
74,5,7,81,2,91386.8,-86295.26,-71795.41,-42918.41,56945.07,80340.97,55344.95,84131.43,100410,100120,51523,103120,10820,84,14,P,S8,3,101413,112022,119,10315,-43116.67,100614,8
13,1,4,16,5,-38763.94,10109.08,4999.79,-77244.37,28511.28,-45750.22,43426.22,-33579.83,80212,72832,51123,73132,91119,95,17,F,Z5,1,42318,50223,104,60913,-81709.81,81822,8
33,6,3,34,3,29743.86,53971.23,25377.31,-15017.77,-16385.23,-8664.21,15554.78,-4014.43,111211,110731,50523,113031,40222,61,65,U,A3,6,52814,10520,163,21423,58208.86,73014,8
33,6,4,28,1,-38123.01,30575.04,64866.95,-72606.44,-54960.32,13702.75,85801.88,69599.23,22713,22233,50423,22833,121622,12,5,J,Y0,2,21013,81821,192,102517,68980.49,12117,0
54,1,3,72,0,63547.37,-11544.16,-67313.51,-78087.36,2129.35,34687.63,53913.08,-97241.9,31813,31143,52423,33143,110420,97,60,1,M3,5,90917,11319,172,51522,78155.77,62214,4
13,1,9,47,1,-49349.13,-66141.82,-97101.21,-15229.73,-29507.82,39005.53,47108.36,-10808.98,10911,10621,50723,13121,71915,60,22,G,V9,6,70913,32319,100,121313,-86752.11,12223,4
54,1,5,65,5,20008.07,73842.51,70108.51,-44507.26,41836.48,-17369.77,-27363.31,78553.62,30810,30330,51323,33130,111815,50,83,B,O8,4,61113,80820,123,90723,3329.85,32222,5
95,1,3,56,3,-48046.25,49468.47,-31389.94,-57223.08,-96267.26,10993.24,20368.44,74868.8,60513,53133,53023,53133,72814,87,37,7,G7,7,30221,122821,163,61122,-63483.95,112222,0
54,1,8,51,1,-86696.87,-37861.2,-80876.29,74876.17,-2588.31,-61423.95,-21435.85,72723.09,70114,62344,52823,63044,122920,59,24,6,H2,9,50614,102218,105,22518,88685.76,120620,5
95,1,4,51,4,-36644.55,-84045.95,-58857.36,-31707.23,-63105.84,45999.95,5871.76,47554.29,111814,111524,52823,113024,40114,46,36,7,W4,9,120815,110422,112,70314,7521.06,100918,2
74,6,8,39,1,9871.67,62823.06,-63045.34,86926.86,85354.2,27019.87,58817.37,-84367.01,72510,72030,52823,73130,41820,75,23,V,Z7,9,100921,41121,190,22514,-40369.88,21913,6
74,6,9,77,6,67062.67,-70812.27,6371.62,-994.53,24141.64,3182.39,-44643.12,-50503.94,110110,102730,51123,103130,11720,41,39,6,G2,4,100116,121218,122,122519,-3595.66,61915,2
13,2,6,31,5,-29597.98,-23389.71,-50429.21,92960.92,-71943.85,-23472.44,-52279.08,61871.19,111313,111123,52223,113023,110520,77,11,L,S5,4,60314,110220,156,102821,78788.95,72523,5
54,2,4,54,6,-72449.54,-39366.83,63390.99,-41907.35,-34508.16,92024.91,-30204.04,73519.11,112912,112722,52023,113022,51116,74,79,M,K4,2,40913,62420,179,123020,-60194.06,91523,3
74,7,2,54,8,-79205.68,96924.26,57947.74,26079.05,85533.21,10172.07,46839.39,11480,10612,10132,51923,13132,80722,13,67,M,Y8,5,111921,121323,127,62817,26680.55,61514,3
95,2,2,29,1,58424.49,-53286.21,89672.21,-20314.99,78315.67,-12031.99,98858.48,87285.54,72711,72421,51623,73121,70218,65,94,X,F5,8,101313,21716,118,12221,46736.19,90223,7
95,2,3,49,3,93827.72,-17931.15,43543.65,86477.34,73273.95,24556.34,24365.02,-44841.81,80314,72934,51523,73134,31622,9,83,J,C0,3,122319,51214,161,112119,59262.11,41620,7
95,2,5,85,6,-70942.48,28086.87,41505.27,58609.11,-39930.34,55680.42,-77.44,-69918.03,72413,71743,51723,73143,11820,54,42,V,G9,3,40922,41423,177,40923,29993,101620,1
33,8,5,81,3,-20694.28,-42985.89,84090.45,36743.15,-62092.19,46398.38,-74496.29,-53648.63,120213,112543,51723,113043,91122,49,93,R,Y4,1,70218,71720,175,80716,7290.34,52217,6
13,3,8,64,0,56764.6,52542.94,-75854.15,-96128.07,-86311.27,98806.74,-68939.86,-45186.75,50711,50421,52923,53121,103121,53,69,R,V4,9,121322,73023,182,10118,-44739.36,21122,8
74,8,3,72,6,-80556.01,-79065.37,-8365.25,47675.45,37187.25,5051.32,-6121.4,-84853.65,91310,90830,50323,93030,81914,1,41,N,P6,9,61614,111016,123,50213,89542.48,41322,5
33,9,1,40,3,2566.38,-68600.48,-69619.01,-76104.76,38017.65,19159.44,-83436.75,-40139.4,121514,120744,52423,123143,80219,43,73,Y,F4,7,62221,93015,121,81320,-53383.66,71620,1
33,9,2,1,0,54336.31,89395.75,67784.12,3085.97,-35688.55,56411.08,69645.08,80063.27,111114,110634,52523,113034,112121,65,78,N,T2,4,120920,82517,115,92615,-94960.26,70623,0
54,4,4,64,9,-2375.53,70867.08,88826.52,-35034.94,18436.23,-40493.65,84935.79,67281.13,71411,71121,51523,73121,92917,31,37,X,C9,6,71113,70923,144,73114,-93796.67,80620,9
54,4,6,64,7,-66584.7,19104.12,-2961.69,-4660.28,65578.74,-75265.09,79192.8,66937.83,60211,52541,52123,53141,120521,84,30,G,D2,3,80520,102119,118,50321,-69606.14,22613,3
13,5,1,13,9,7574.54,41321.59,3543.27,-4808.29,-84054.95,-65912.4,8793.14,41095.73,60410,53030,50823,53130,51114,43,39,I,G0,6,81517,12415,113,51018,-45816.53,30915,1
95,4,4,90,8,28533.81,-40691.3,132.73,-74479.47,-86666.53,36864.65,38586.77,93751.06,92614,91844,51923,93044,52515,69,79,H,L4,4,91322,92821,196,12718,53387.15,21521,7
13,5,3,56,3,63646.65,58339.59,85199.21,-16027.57,37204.15,-99390.4,-78796.11,42596.87,80212,73122,51423,73122,121717,68,51,V,S6,7,43120,82717,101,61613,-55810.06,81817,4
74,9,6,29,2,-48737.82,-90183.03,-54891.69,-90071.53,42744.24,21765.36,-24394.66,-34267.01,101711,101421,51323,103121,92015,78,61,L,X1,4,81114,10514,182,101021,64097.77,100223,8
74,9,8,5,1,98749.54,-26917.87,91101.98,92382.49,53356.27,45638.47,66683.07,66492.79,101910,101140,50123,103140,113020,24,47,B,I2,9,81722,113113,119,110114,32445.47,32315,3
13,5,6,56,4,-67717.78,86350.34,-26379.99,-57824.94,15234.57,53596.73,49899.02,-89821.92,81511,80741,50423,83141,102816,17,42,G,H6,9,11114,12614,177,91113,-66616.1,10123,4
13,5,7,96,2,32701.47,-26851.15,-90821.7,-73494.9,61795.27,57906.22,73687.76,-97972.94,122014,121534,52923,123133,72213,95,64,N,E4,3,71813,51314,106,41419,-50189.05,42219,2
54,5,6,8,0,-15541.8,92251.52,31594.92,38949.2,66950.02,97027.78,-5165.1,50566.84,40813,40623,50523,43023,33016,97,96,1,Y3,1,111120,40615,135,41219,28398.59,70520,7
13,6,1,58,8,-83969.7,-41508.86,10701.91,-41198.14,13441.48,-22692.61,47902.1,75032.86,30413,22543,50523,22843,41422,20,57,H,G9,6,52015,111822,111,62120,82118.56,92713,6
13,6,3,45,4,30169.39,81748.21,11850.36,-20152.51,-37230.72,-85620.05,-80665.32,-50223.03,112614,111844,50523,113044,110920,35,83,F,E9,8,82518,71914,160,20216,70921.65,90419,0
34,1,2,60,4,36839.64,69847.3,-69090.33,-80681.65,2168.61,-58657.09,55673.62,78611.33,122114,121824,52723,123123,50420,74,53,5,J6,3,31318,41514,194,60920,-12297.7,40518,8
34,1,1,38,4,-27446.34,-28766.64,-6107.49,6111.3,13732.47,-91142.26,12492.88,18531.05,62014,61724,52023,63024,72518,61,64,2,D9,8,101114,80922,112,122923,-58855.12,60219,1
95,5,5,58,8,-58382.96,-84608.72,-21952.41,-70662.79,26491.62,42707.78,-29333.07,-51403.97,71713,71523,53023,73123,30717,41,51,J,U7,8,52615,92516,115,71619,-60621.7,60618,7
95,5,9,98,5,62071.84,46560.18,93764.6,88440.89,-39509.31,-23427.82,-52965.28,-32605.36,10112,122441,53023,123140,32819,84,72,5,B2,4,42814,82915,116,72619,-52435.97,52923,3
13,6,4,63,4,-41320.81,42088.6,34828.07,-60142.59,15743.78,-63942.99,-33215.23,42395.19,11411,11121,52423,13121,111213,60,48,W,F3,4,42017,41022,131,81921,61094.67,11113,5
95,6,1,88,7,-38702.47,-9344.5,-70733.38,75972.89,-70202.01,52675.44,75424.32,-53625.86,10614,10424,51823,13124,111416,24,66,1,A8,4,102916,122119,170,11818,13698.77,81314,8
