FY,ENTY-CDE,ACCT-NBR,MINOR-CDE,CUR-MO-CDE,CUR-ACCT-BAL,PR-YR-ENDG-BAL,GL-MO-ACTV,CLSG-ENTRIES,CUR-MO-PR-YR-ACTV,SUBQ-MO-PR-YR-ACTV,MEMO-ACCT-BAL,PREV-BAL-CNTR,DTE-LST-RGSTR-ACCT,RGSTR-TYP-CDE,CTRY-DIGIT
79,11,7889,210,34,84149.06,-19655.46,-45179.19,62923.92,-16781.3,-3561.23,-10079.4,-91933.17,110718,21,6
38,17,7890,205,71,-2686.49,-60608.58,-74002.6,-99942.18,10326.77,-93920.38,81310.47,86210.7,41620,21,3
79,14,7891,210,81,-28829.24,-764.93,27329.73,-6189.97,-59165.95,-21603.47,54266.42,-32462.87,52417,22,2
38,18,7892,215,19,-89439.79,-97437.03,97358.85,21743.61,57475.09,-60915,-92672.3,17192.42,12722,20,3
99,64,7893,205,16,-63260.92,44643.56,33976.53,80344.96,32933.68,24028.95,-82326.85,-82070.8,92515,22,5
38,21,7894,219,23,-95969.77,-13022.66,-35503.57,-59972.06,-75181.38,-97062.24,99433.59,50663.78,62314,23,8
99,72,7895,206,50,-73963.2,73793.33,-96078.38,-7745.54,21743.84,59299.19,-11300.56,72600.84,61322,21,4
99,74,7896,212,85,-81057.83,-74696.42,95171.81,-75687.62,54574.58,-24187.93,46907.41,-70377.73,10215,23,8
58,79,7897,208,95,70292.13,-70659.64,-39010.38,98074.74,87408.53,-41688.82,7425.5,25608.41,52017,20,5
58,80,7898,219,98,-9943.55,56683.84,-38991.89,-74102.71,-79326.88,-5201.95,10233.41,-79160.47,30820,21,3
99,75,7899,205,33,82350.91,-74397.02,23281.44,80834.66,4944.54,-93143.76,19652.91,34241.38,32616,20,2
58,82,7900,214,76,30727.81,-51942.31,57384.31,-64981.36,71325.62,16936.72,28259.08,-27579.81,83021,22,1
58,83,7901,217,53,1440.64,-973.42,97523.6,60346.76,87265.66,-27616.01,-12056.26,87285.68,41514,23,3
99,82,7902,200,40,35575.3,51888.36,-30295.41,-51726.28,-26146.92,9131.57,-67160.58,41812.6,72919,21,7
38,40,7903,206,54,-36805.12,78573.46,-99137.14,57132.19,-20571.43,-52419.42,-30797.69,2029.15,71715,22,7
38,41,7904,206,47,36039.62,76972.62,39302.66,-9024.1,-67601.86,17101.3,40770.22,38746.5,71721,20,3
58,94,7905,217,85,18441.71,-26801.64,26452.3,-51148.32,66651.58,-4082.24,41923.35,-22418.8,90915,21,1
99,90,7906,218,78,39543.34,-12199.82,-75773.95,-35513.22,2167.95,9840.03,7902.82,2589.51,111519,23,9
38,46,7907,214,58,69612.71,-59692.79,-41502.36,-87837.71,6388.08,-72463.98,61169.58,-5779.52,10617,22,7
58,97,7908,217,83,-10335.85,-56370.27,99056.04,-95045.54,-96395.5,95913.99,2176.26,-37997.81,111018,20,5
38,51,7909,208,74,19911.17,25164.91,-10277.26,-10742.93,-61048.24,41254.27,16610.18,-22344.24,11417,22,2
59,0,7910,210,31,11638.16,-80863.58,23596.84,86336.71,-14719.34,69649.35,25709.16,37628.36,81615,23,2
18,9,7911,201,49,41922.62,93426.86,-37447.01,28847.31,54962.77,-52370.72,-82080.03,-62661.55,91720,23,2
79,54,7912,201,77,94725.79,-69078.34,-84284.88,-99111.27,42926.58,-56067.04,-75994.39,-92816.3,71415,22,2
59,11,7913,219,88,-18575.68,45667.88,-12011.8,-54670.51,-97001.21,-9605.09,-98565.8,-18498.84,30714,21,7
38,64,7914,215,87,2089.47,32264.57,655.89,61930.62,-36669.99,16315.62,83989.93,62714.13,71416,21,8
79,60,7915,208,26,11245.83,88595.19,-26283.66,33803.95,-96807.87,-74160.09,83825.49,58971.77,91315,23,5
18,15,7916,202,35,-59384.37,50651.08,9695.78,73227.02,84103.34,-76530.46,-69793.26,36691.55,112022,23,9
79,63,7917,212,72,-25809.03,48208.33,527.98,17851.02,-16274.02,42682.34,-1573.3,-66713.39,122221,22,4
38,68,7918,216,18,-5539.62,-56510.24,67940.34,-64223.27,3126.79,-92408.81,-2108.45,-46938.68,62717,21,1
18,23,7919,202,30,-94209.49,-87990.1,92193.78,-53450.64,60896.55,64466.19,3565.1,-83836.64,61713,20,9
38,73,7920,209,89,-10558.07,-27636.11,-66013.24,69188.49,-10610.78,-92676.34,23300.01,88044.63,41118,21,1
18,31,7921,210,11,60315.89,60313.44,-35384.82,15922.66,-38783.17,94753.6,-13596.79,6275.41,52917,20,4
38,80,7922,205,80,4161.59,-17565.71,-59261.48,41066.92,18420.42,-57405.15,96201.95,37979.44,70320,20,2
79,77,7923,202,76,97457.01,64621.94,-13877.59,26058.69,-75116.84,-40731.63,87904.5,-88868.09,82822,22,9
38,81,7924,213,47,-84815.56,30973.87,95514.69,-65181.36,-76779.29,97633.82,-38955.07,-15214.72,82121,23,1
18,33,7925,211,37,69614.5,84334,78395.34,-4745.68,-33108.81,70131.11,978.34,10228.56,122621,22,7
38,84,7926,218,58,-37779.08,-44450.73,-41690.36,61637.39,-53186.33,-63447.89,-9200.72,46295.4,41713,20,2
18,35,7927,217,85,-57646.11,-95119.5,-86183.21,-38935.43,98949.58,-46001.65,-52204.38,-14632.97,31917,20,7
79,88,7928,215,23,-9242.03,69628.17,-64308.09,16941.03,134.71,-1604.56,-75814.23,-17347.74,102218,22,7
18,52,7929,213,48,47899.99,-46944.58,-78656.97,-38712.49,-12725.26,1528.79,-82691.19,-81435.59,122315,21,8
59,58,7930,202,89,10112.35,-83981,-46330.53,50444.99,96239.7,41652.72,43981.09,-20410.1,120814,23,2
39,11,7931,209,49,85832.49,-84855.21,36944.59,-73705.55,82408.55,58787.61,98036.06,83303.85,20817,21,9
39,12,7932,218,59,67720.91,10628.94,57160.32,-45227.15,64507.29,-72079.71,29712.36,-99591.3,31315,23,3
39,10,7933,217,52,76703.64,-60978.82,-6688.07,37331.44,49515.42,-24169.31,-45869.38,-69500.58,111014,20,6
18,66,7934,220,64,76212.52,-6058.91,-76767.74,-67887.28,33599.49,6869.99,24675.45,98482.52,32017,20,1
39,17,7935,215,90,60470.28,-71766.01,-17309.14,43480.68,48984.39,83287.6,65920.4,1198.54,121520,23,2
80,15,7936,218,94,58040,60021.74,-22720.14,-96882.52,31838.51,-69053.25,-77507.4,20974.53,121013,20,8
80,20,7937,220,36,-76381.86,8224.16,-22584.97,53394,3010.61,-58422.21,50519.86,34461,12013,22,2
18,80,7938,207,61,10895.98,-35242.69,91324.41,80402.7,43850.69,99135.7,828.05,60861.23,71217,22,4
59,76,7939,220,60,12682.72,96846.68,-38364.92,99375.82,-94956.93,-65391.93,75678.91,-39597.97,110516,23,6
59,78,7940,202,62,47577.43,-88887.74,-17852.6,-92.88,37360.53,24221.98,-8922.72,-29809.23,110922,20,2
18,83,7941,211,10,-60759.85,83222.93,-47287.02,-67687.86,45053.03,96370.66,-10761.99,61817.01,20819,21,7
59,82,7942,219,59,-1650.24,69757.1,-50922.37,-54870.08,-68443.31,-13598.86,1861.22,-67887.24,62213,21,3
59,92,7943,216,24,-62736.62,-48108.85,-10697.88,-98551.14,-47032.78,-85822.86,-80334.92,-8065.52,22920,20,3
59,93,7944,216,32,-90923.52,-57903.92,83135.38,19639.71,-1657.55,84556.53,-33370.67,-14810.85,110918,20,6
80,42,7945,205,78,46248.93,-36110.99,89162.15,-80658.06,-98622.86,59413.51,-79697.88,-67684.94,101022,21,6
59,95,7946,203,54,-65184.7,-80678.39,30232.32,398.01,-66532.61,-49467.3,-6361.46,79710.44,60218,22,6
39,60,7947,206,90,-90723.58,-90812.54,-76844.55,84312.4,19006.01,-51071.71,-81684.66,-64011.07,42419,23,6
19,13,7948,203,71,11000.91,-24917.42,-9299.42,15635.35,92657.36,72570.2,24471.57,-67621.28,51822,23,2
19,19,7949,217,44,-47268.37,25409.29,55820.81,35806.51,97227.34,-73725.13,29442.99,85630.6,72217,23,8
19,22,7950,206,78,-84064.3,93966.37,-31434.73,-25235.4,58576.39,37328.18,92067.13,-67305.05,62021,20,1
19,23,7951,211,23,73582.07,62970.58,43822.38,-45358.36,-44806.73,-47462.7,-560.63,-80119.56,11321,23,4
39,77,7952,217,52,77326.41,33496.79,-97439.24,-19192.59,-86244.4,63433.65,-44934.36,-97375.32,42117,22,2
60,26,7953,210,94,-88090.51,61130.52,-28145.31,23856.14,3018.47,54575.52,60757.03,-3337.3,100616,21,5
80,77,7954,216,68,-62845.06,81061.03,-41456.43,83260.64,-51872.59,-66599.66,43958.54,17778.66,112114,22,7
39,81,7955,208,56,2615.87,-64604.92,16554.72,-43412.14,33370.88,-38862.76,-42989.18,-25561.09,90322,22,5
80,79,7956,205,13,-7279.82,26235.63,-42287.75,65746.86,67450.06,36160.51,-90029.81,-60069.5,51417,20,5
39,84,7957,214,17,64357.76,-54354.95,-17268.14,70750.62,-83652.43,42538.67,41225.89,-49907.3,80218,21,7
60,44,7958,214,69,48518.22,38533.86,-71559.2,-30247.05,97043.93,4432.43,91523.11,32932.07,22517,20,3
19,51,7959,214,49,31232.66,25454.61,34393.87,40857.62,11287.78,-71947.19,-89884.93,21922.38,110721,23,9
40,0,7960,202,54,-21165.44,-27633.48,89063.53,61297.52,-52579.9,-46551.14,-2139.64,47830.45,71616,20,4
80,96,7961,208,35,-3680.14,-88264.08,-48086.57,-52893.73,-54788.94,-62392.05,78849.55,27914.38,92120,20,7
19,56,7962,209,28,40389.92,36634.95,-22935.73,59019.46,73794.92,84954.63,79716.9,50617.3,41414,21,8
81,1,7963,212,17,72724.5,-21933.79,-14156.27,52926.96,-68698.95,-3898.46,36898.31,-25580.49,50921,20,6
81,2,7964,213,70,-93307.65,56949.49,-70913.69,10365.64,10884.34,70200.98,80705.72,-35486.86,22221,20,3
60,59,7965,211,87,55188.59,-5756.11,-61724.98,20635.49,91888.22,-13186.24,-18050.02,-97891.89,40717,22,1
19,69,7966,215,74,39967.05,-86222.45,26288.87,21396.79,61834.79,-9840.85,-80763.01,27916.13,60820,23,8
40,20,7967,220,60,-23745.05,-8111.62,-40697.09,-57379.08,67526.77,60269.52,97826.91,49391.65,30718,20,6
19,74,7968,210,83,15857.63,-27836.34,-91163.96,-34053.15,59510.24,-8585.08,29984.17,28746.49,101716,20,9
19,78,7969,206,15,5042.08,-56185.6,-37502.13,-84292.08,-87897.29,80535.6,-30694.08,-81956.48,63015,20,9
40,27,7970,211,65,54478.26,-93578.34,-51894.86,81781.31,-30988.04,4369.27,-44257.03,-58598.99,100313,22,3
40,30,7971,212,95,-61127.02,-61543.27,-82201.17,-45127.54,31097.32,99272.08,88600.51,-44462.5,12222,20,9
60,78,7972,201,62,-21028.29,4430.43,40746.41,15009.79,-37496.43,92183.45,-45135.99,-60484.98,112118,22,2
19,83,7973,203,52,-78363.77,48020.96,85062.19,-12081.57,-5354.15,-34816.7,-3198.86,57697.07,50613,21,5
19,89,7974,202,75,-19866.57,63720.66,84407.5,-36978.78,9495.28,-70431.4,55161.65,-35169.71,50120,21,2
60,87,7975,206,73,-68604.98,47442.63,-18827.59,-76425.06,8715.9,53368.59,93806.29,-13356.47,92415,20,9
40,39,7976,202,62,42448.83,9012.34,-91999.16,-31377.82,78153.22,-30529.11,-4536.56,-53008.79,21213,22,9
40,40,7977,209,25,5200.27,65399.07,52534.81,-28479.51,21357.58,-45402.29,31036.97,92158.07,111921,20,3
40,42,7978,207,82,74567.22,85935.03,-79393.17,79488.62,42545.46,59964.94,-6253.84,-80304.62,120315,23,9
81,39,7979,204,83,-84291.45,-91904.2,19863.85,-56998.07,-74068.02,59372.91,33608.59,-70354.87,70314,23,1
81,40,7980,203,64,98317.69,-12134.54,-9411.84,-45335.67,95673.46,-44859.99,-84934.69,80740.66,62319,21,8
81,41,7981,209,45,-19765.63,-87776.43,-44163.16,87624.43,-44369.51,65031.12,-72999.27,-92535.47,103018,23,8
81,44,7982,217,10,34825.67,64771.02,-32238.5,12979,74517.48,16193.74,-40025.54,26605.92,122521,20,8
81,45,7983,214,64,83334.86,46815.96,-98323.61,23116.5,-8513.95,-52876.03,41222.81,-28767.41,62220,21,9
40,48,7984,212,14,-86055.54,83893.71,26460.46,-48739.69,27527.79,2321.84,11303.64,71006.22,40518,22,1
40,54,7985,215,94,77320.79,65936.11,84208.84,-65959.34,-7413.9,-43981.26,-66562.7,-8736.26,62316,21,3
20,7,7986,210,56,82949.62,67303.33,-95034.33,90448.23,-16285.62,-28930.87,-95347.19,16963.41,121219,22,6
40,58,7987,205,83,57426.93,24751.25,63553.02,-13426.73,-68940.29,-99813.82,-61950.35,88816.96,40814,20,2
40,61,7988,208,64,3562.31,84050.33,54063.85,32761.33,81316.15,-41362.04,40257.09,73893.24,72414,21,9
81,58,7989,213,11,95481.24,-88583.84,48240.89,28969.35,-69416.4,37657.96,-84264.03,-8376.77,51517,20,7
20,20,7990,210,78,-96291.7,-22170.42,-76152.92,-74669.22,-81112.88,-65524.47,-57703.89,-2643.54,81721,21,5
20,21,7991,204,58,-28897.13,9189.38,-98479.69,47013.36,-84269.3,-54977.24,-7537.87,61810.47,81913,20,5
81,68,7992,215,80,-99484.22,11198.21,48273,-90725.37,41060.14,-94311.42,19225.86,-56810.39,101019,23,3
40,74,7993,205,25,99441.37,81008.95,-67281.26,36560.66,17290.27,-72032.48,15907.26,78018.64,50414,23,5
81,77,7994,203,47,46946.82,21570.67,-32287.34,15596.52,87899.61,-47513.7,77996.68,-1896.05,92318,22,9
40,83,7995,201,74,-42452.32,-42382.04,78097.2,21050.43,33697.07,-30396.81,45587.54,98162.69,21115,21,7
40,84,7996,214,94,67411.5,-16439.6,83997,-17619.01,-33909.88,74574.32,-11723.25,70038.71,11019,23,5
61,32,7997,202,12,34623.12,72307.08,-20252.48,71419.67,51960.68,54283.76,27429.92,-49499.28,42715,23,5
40,87,7998,210,44,2251.48,-61238.21,-57350.12,-11868.2,46712.22,93073.79,-58512.31,-61756.15,90914,22,3
81,85,7999,213,49,37858.98,35416.06,540.84,-26298.56,4169.8,-62948.66,-75240.29,-5482.62,51722,22,5
,,,,,,,,,,,,,,,
​,,,,,,,,,,,,,,,
